	sequences per sample	iteration	IGNIMBRITE.2.NULL.5	IGNIMBRITE.1.NULL.4	LUNA.1.NULL.1	LUNA.2.NULL.2	LUNA.3.NULL.3	007SAT.A5.2.NULL.18	IGNIMBRITE.3.NULL.6	007SAT.A10.NULL.16	007SAT.A5.1.NULL.17	007SAT.C10.NULL.19
alpha_rarefaction_936_8.txt	936	8	5.13070301397	4.08068284341	5.51763461185	6.04633654115	5.82574838553	4.66986608432	4.49033110145	4.87080152336	4.60254891897	4.85013223279
alpha_rarefaction_936_9.txt	936	9	5.00653620263	3.90934298127	5.37111092877	5.90916214287	5.7090983033	4.60088166246	4.6913695512	4.81395288711	4.7924858202	4.90389254992
alpha_rarefaction_1399_0.txt	1399	0	5.07783523884	4.003900437	5.42335920718	6.14213485118	5.75940582395	4.51925019856	4.72309065994	4.76084693297	4.73372290935	4.88701576314
alpha_rarefaction_1399_1.txt	1399	1	5.16872585604	3.96902635223	5.48914545691	6.01317267689	5.72272538752	4.48168263077	4.71899379394	4.79303909827	4.79109391875	4.84807277592
alpha_rarefaction_1399_2.txt	1399	2	5.32005116867	4.0791020298	5.52768950735	6.04268549534	5.82734927132	4.69365267513	4.68487623393	4.82978054811	4.81533483909	4.69755896963
alpha_rarefaction_1399_3.txt	1399	3	5.16524267018	4.01498452524	5.39326684912	6.04042205013	5.82740661771	4.64865858898	4.55661412274	4.79609077597	4.71280422298	4.78249606926
alpha_rarefaction_1399_4.txt	1399	4	5.25519328903	4.0015975155	5.50356612387	6.14137307276	5.71669170796	4.62214307844	4.60484102496	4.74110572028	4.75976246518	4.77272265621
alpha_rarefaction_1399_5.txt	1399	5	5.30226097462	4.01732271331	5.37332861046	6.09535767522	5.72521007596	4.62156129147	4.62676103176	4.69260791928	4.81245495086	4.73020739333
alpha_rarefaction_1399_6.txt	1399	6	5.23569320308	3.9745604417	5.47560302632	6.0362946929	5.81658402269	4.50675118609	4.51666381379	4.77257372801	4.77430180332	4.73384988954
alpha_rarefaction_1399_7.txt	1399	7	5.22721856426	3.97851569177	5.43105106109	6.11506649813	5.81684285586	4.69120011519	4.42066547324	4.71926251602	4.85655857815	4.88784222726
alpha_rarefaction_1399_8.txt	1399	8	5.24278634233	4.04699759188	5.48229882042	6.1624999831	5.74369416512	4.55829901539	4.63954447865	4.72987009346	4.77919563823	4.72232928079
alpha_rarefaction_1399_9.txt	1399	9	5.12739707749	4.16956094851	5.50627872379	6.07118587976	5.84915237258	4.68759952495	4.62177765238	4.81580146325	4.78286972659	4.79236933605
alpha_rarefaction_1862_0.txt	1862	0	5.20709971682	4.14666636811	5.54621206561	6.09210263805	5.79941846763	4.61569106237	4.64431528148	4.80194975305	4.73703935318	4.8737612373
alpha_rarefaction_1862_1.txt	1862	1	5.2952286336	4.08524877549	5.44920775764	6.2159428268	5.90715948593	4.6963639329	4.76827228227	4.76505050279	4.86377304515	4.8096875142
alpha_rarefaction_1862_2.txt	1862	2	5.26119709112	4.07789198488	5.57366983372	6.13884166296	5.74654984532	4.70008488772	4.69983124273	4.75975886078	4.80866671824	4.77388199297
alpha_rarefaction_1862_3.txt	1862	3	5.22887153824	4.03020530068	5.4951616265	6.10096919901	5.95166479659	4.61874221287	4.62862707573	4.8078792768	4.89320836223	4.78676902618
alpha_rarefaction_1862_4.txt	1862	4	5.28842282019	3.96310627088	5.52526872828	6.04965216384	5.90190883562	4.5399180882	4.59375353757	4.77870265804	4.83360317241	4.87959368406
alpha_rarefaction_1862_5.txt	1862	5	5.21775825365	4.11063878782	5.54726922556	6.08105221918	5.87628553363	4.63748173472	4.65394285668	4.94956680968	4.7710213982	4.86431467044
alpha_rarefaction_1862_6.txt	1862	6	5.33229964102	4.15520839067	5.50590913414	6.10906537101	5.88349237577	4.67991374597	4.6827434314	4.77062260658	4.77121253329	4.91198458843
alpha_rarefaction_1862_7.txt	1862	7	5.20497822885	4.0709002562	5.54805100211	6.14749920144	5.83334203733	4.64355122005	4.5720283009	4.78054297212	4.82127747842	4.92912326871
alpha_rarefaction_1862_8.txt	1862	8	5.19941635382	4.2120854376	5.56705887385	6.09413968285	5.84152123475	4.63701949265	4.70175474381	4.78152399162	4.77542028807	4.81369093722
alpha_rarefaction_1862_9.txt	1862	9	5.24665026215	4.1475468517	5.45376706255	6.1102076941	5.94840386245	4.52573210553	4.70875916853	4.8510172823	4.7148735252	4.80548773591
alpha_rarefaction_2325_0.txt	2325	0	5.21866713544	4.17371170727	5.53664321297	6.19744581018	5.85564389477	4.64129225802	4.70563185429	4.85655032139	4.84148201119	4.85167114995
alpha_rarefaction_2325_1.txt	2325	1	5.24150044849	4.13076625866	5.54489941002	6.13175869341	5.86417455016	4.65443112225	4.72756230073	4.79006593534	4.8560071358	4.9292874082
alpha_rarefaction_2325_2.txt	2325	2	5.28771451775	4.13622120621	5.5988973632	6.20663940231	5.82469809553	4.70241641162	4.68636939671	4.75430563262	4.8350211832	4.79027183603
alpha_rarefaction_2325_3.txt	2325	3	5.26411729514	4.15391219682	5.57816268307	6.11570505663	5.81528138717	4.62897832755	4.66092287991	4.81034616646	4.8228847679	4.84816087613
alpha_rarefaction_2325_4.txt	2325	4	5.29844626054	4.2003297713	5.60820965023	6.12330422374	5.88550566421	4.68005481984	4.69899072738	4.84334377717	4.86777325276	4.92118205442
alpha_rarefaction_2325_5.txt	2325	5	5.21691374682	4.19358597914	5.56979528592	6.21090540351	5.82608791969	4.64532909206	4.6810598664	4.76307808395	4.91284606211	4.84730422111
alpha_rarefaction_2325_6.txt	2325	6	5.29728479184	4.0654617519	5.59584952846	6.17415090511	5.854993966	4.66806654746	4.63115586166	4.80144561186	4.83869805515	4.92926160457
alpha_rarefaction_2325_7.txt	2325	7	5.29454275618	4.16062756644	5.5014718756	6.15473650179	5.86512112971	4.67676709677	4.70810876634	4.81454172763	4.84558503857	4.89366573224
alpha_rarefaction_2325_8.txt	2325	8	5.40506212842	4.16201750831	5.63734117204	6.17758703173	5.90567252478	4.66104145932	4.55197135177	4.80299684089	4.92485931216	4.94056840767
alpha_rarefaction_2325_9.txt	2325	9	5.27742760388	4.08544347616	5.55349501342	6.17305183671	5.91556083447	4.63775340534	4.68701466699	4.8229928494	4.78347712173	4.88577060702
alpha_rarefaction_2788_0.txt	2788	0	5.24052927051	4.17222990106	5.59450401843	6.15888009219	5.90056942938	4.67061119566	4.65506286809	4.79096051447	4.87748897433	4.86197367424
alpha_rarefaction_2788_1.txt	2788	1	5.27106624759	4.21749834357	5.59575057013	6.24455378374	5.91549282156	4.71965558645	4.67790926936	4.7932807714	4.81942805387	4.87180540972
alpha_rarefaction_2788_2.txt	2788	2	5.28110768039	4.09943281601	5.59430207546	6.20376785766	5.96260301139	4.67802614034	4.63619609862	4.81481022392	4.86290793161	4.91399478173
alpha_rarefaction_2788_3.txt	2788	3	5.26875899865	4.09825779352	5.58359780057	6.21825499747	5.83245741244	4.67181212571	4.73272665994	4.80108025656	4.89640874566	4.83811464382
alpha_rarefaction_2788_4.txt	2788	4	5.32254645127	4.14527883343	5.59885108304	6.20018856053	5.92371923922	4.62571610109	4.72452420398	4.79242227832	4.7918231698	4.94728218955
alpha_rarefaction_2788_5.txt	2788	5	5.23058160062	4.1106669476	5.62691944886	6.21973000042	5.91676943564	4.70157791378	4.76178836663	4.87948910457	4.87617471261	4.87045830997
alpha_rarefaction_2788_6.txt	2788	6	5.26142035095	4.16241649796	5.62332945744	6.15481074602	5.87195511596	4.66658050764	4.71456726617	4.79298733116	4.84757171349	4.90408498824
alpha_rarefaction_2788_7.txt	2788	7	5.32367002711	4.1382113641	5.62487941316	6.15550558572	5.90382320502	4.64281494875	4.75379444087	4.81289438119	4.89670297316	4.94779088362
alpha_rarefaction_2788_8.txt	2788	8	5.26492245156	4.10650537782	5.58592728954	6.14893312592	5.9204219134	4.70345206989	4.73017891138	4.85880271282	4.86942442135	4.86527513231
alpha_rarefaction_2788_9.txt	2788	9	5.2578452127	4.1776395926	5.62653857316	6.1702949298	5.93888119523	4.60109231038	4.66481475923	4.82577906701	4.86436561782	4.8717042805
alpha_rarefaction_3251_0.txt	3251	0	5.28078313301	4.15386022258	5.60419965849	6.23840173387	5.90914958383	4.70325610423	4.70311406708	4.83498220211	4.89713227395	4.88371007407
alpha_rarefaction_3251_1.txt	3251	1	5.32516954307	4.16611352872	5.62444973746	6.21593427142	5.9253062842	4.6853746997	4.7196018803	4.82157085924	4.91161847469	4.88008784631
alpha_rarefaction_3251_2.txt	3251	2	5.29900599325	4.16481613709	5.60229981908	6.26289277234	5.92374379345	4.66194862357	4.69551877147	4.82373190343	4.89196126626	4.89439248374
alpha_rarefaction_3251_3.txt	3251	3	5.31972338848	4.08810699996	5.56195147891	6.19551975835	5.89558905739	4.66039090792	4.73644069456	4.78044259046	4.86640711887	4.91644144132
alpha_rarefaction_3251_4.txt	3251	4	5.23364100402	4.14177528577	5.58223202006	6.21435805866	5.90775819992	4.68042978925	4.71369289937	4.84424678877	4.85543738695	4.88575670433
alpha_rarefaction_3251_5.txt	3251	5	5.28671204188	4.15804884528	5.61866697166	6.18653831788	5.98256165791	4.64826387542	4.67154098112	4.81018189941	4.85193114313	4.87875449574
alpha_rarefaction_3251_6.txt	3251	6	5.30491278582	4.15616021977	5.60511578972	6.22133271555	5.95236653012	4.69507235081	4.72571837184	4.80815674264	4.88038685617	4.87084174471
alpha_rarefaction_3251_7.txt	3251	7	5.29883200145	4.13787592888	5.60372067563	6.16892431306	5.91862645286	4.7281823938	4.71652997256	4.81789457849	4.82094439174	4.898106603
alpha_rarefaction_3251_8.txt	3251	8	5.28723517953	4.20897266332	5.60699779293	6.22609274594	5.93587578099	4.7301357096	4.74101230234	4.83304734818	4.84633969441	4.91767280836
alpha_rarefaction_3251_9.txt	3251	9	5.27717814807	4.10807021659	5.58309938763	6.23302835666	5.88141276197	4.69854009309	4.71497892347	4.83473960377	4.85896620147	4.91828298373
alpha_rarefaction_3714_0.txt	3714	0	5.2808524336	4.14509163989	5.6339685298	6.2283974243	5.91066214102	4.70369075833	4.71147369418	4.85555824058	4.86659438542	4.94335666521
alpha_rarefaction_3714_1.txt	3714	1	5.30112584704	4.17030075431	5.61094103684	6.23847823914	5.93425438158	4.67513315274	4.72252550701	4.84708647564	4.8549853978	4.85407951834
alpha_rarefaction_3714_2.txt	3714	2	5.32360202276	4.12723462409	5.61328726563	6.24457573124	5.9107570079	4.68474338302	4.74367026049	4.84846177684	4.8176620935	4.89254772698
alpha_rarefaction_3714_3.txt	3714	3	5.29918535906	4.1775219997	5.59102092644	6.22737696589	5.91701616742	4.708737252	4.71376358206	4.83503253997	4.8643146169	4.92430594428
alpha_rarefaction_3714_4.txt	3714	4	5.31350177109	4.14383554395	5.61563282993	6.22404133181	5.93998143615	4.71237706035	4.68466271348	4.83565501344	4.8353400314	4.88016608635
alpha_rarefaction_3714_5.txt	3714	5	5.31055682082	4.23039702761	5.63167101703	6.1988324345	5.91461889577	4.68065794846	4.73195023373	4.86812033513	4.86015195481	4.88717207436
alpha_rarefaction_3714_6.txt	3714	6	5.31599248151	4.17095126517	5.63671107015	6.22639949802	5.9572536795	4.69075210469	4.73882978889	4.84949761447	4.87499531872	4.88375974634
alpha_rarefaction_3714_7.txt	3714	7	5.32373812185	4.16708811168	5.6281718754	6.22971852245	5.90474455798	4.67260343337	4.73228311912	4.86070675591	4.84464150765	4.89119955189
alpha_rarefaction_3714_8.txt	3714	8	5.29590200079	4.15421969753	5.63824121861	6.23056391573	5.94176938426	4.71036831279	4.76711647814	4.85898381703	4.86687203949	4.92969020398
alpha_rarefaction_3714_9.txt	3714	9	5.29685515483	4.14127430181	5.60148279943	6.20590047223	5.9483198568	4.67553441548	4.71766149097	4.82339964164	4.91113639293	4.88302080649
alpha_rarefaction_4177_0.txt	4177	0	5.35571479672	4.15808503768	5.61801216889	6.23019116974	5.92933250654	4.7425359728	4.73081564647	4.86054156407	4.85114124914	4.90079095113
alpha_rarefaction_4177_1.txt	4177	1	5.34264371369	4.16309449298	5.63676070123	6.23346966963	5.92572818925	4.70499048412	4.75054138594	4.85393933746	4.82670978753	4.90047982791
alpha_rarefaction_4177_2.txt	4177	2	5.32806731942	4.18727342256	5.63033744679	6.24996583994	5.93121476734	4.67291529247	4.73658868676	4.85043393491	4.86224006839	4.86427896024
alpha_rarefaction_4177_3.txt	4177	3	5.36658179248	4.20630644166	5.61687384005	6.22705552426	5.93874864524	4.6854661094	4.77064580769	4.84719063463	4.89649098025	4.8999313929
alpha_rarefaction_4177_4.txt	4177	4	5.31179757933	4.16068384761	5.60250386894	6.22661824166	5.95121994397	4.65928580822	4.74751585777	4.84020042232	4.85521643494	4.92564391437
alpha_rarefaction_4177_5.txt	4177	5	5.32263895401	4.16516382809	5.60914590679	6.23820793211	5.94208047231	4.67763568977	4.74001055879	4.83797713731	4.84519289407	4.90729370024
alpha_rarefaction_4177_6.txt	4177	6	5.32717771413	4.17478478039	5.63203757072	6.23979687014	5.93899469663	4.67932935689	4.73418472153	4.86922847057	4.86784220064	4.88741623609
alpha_rarefaction_4177_7.txt	4177	7	5.32123713513	4.14017918702	5.61777195633	6.24807183366	5.93919650026	4.70732749916	4.72043696918	4.84878330163	4.86205254419	4.90202524462
alpha_rarefaction_4177_8.txt	4177	8	5.33767480862	4.16719348805	5.61938722971	6.23536014194	5.93866886974	4.69294708972	4.68864882432	4.86453118974	4.85112203235	4.8930786919
alpha_rarefaction_4177_9.txt	4177	9	5.31432982572	4.19535408874	5.63572397617	6.23507206012	5.94133618672	4.69539563065	4.74244961987	4.87948791444	4.86482869539	4.89502983387
alpha_rarefaction_4640_0.txt	4640	0	5.32884071092	n/a	n/a	n/a	n/a	4.70821466047	4.73646659598	4.87187329229	4.85844526087	4.88546170682
alpha_rarefaction_4640_1.txt	4640	1	5.32894714259	n/a	n/a	n/a	n/a	4.682684616	4.73596890268	4.86877782655	4.8673410868	4.90523351707
alpha_rarefaction_4640_2.txt	4640	2	5.33029514096	n/a	n/a	n/a	n/a	4.7058740455	4.74120516233	4.85865447609	4.88175254067	4.89620361748
alpha_rarefaction_4640_3.txt	4640	3	5.33045565468	n/a	n/a	n/a	n/a	4.68336129345	4.74015437891	4.86856250244	4.8720833115	4.91138860894
alpha_rarefaction_4640_4.txt	4640	4	5.3273051545	n/a	n/a	n/a	n/a	4.69416989392	4.73758344507	4.86148991098	4.86946227228	4.92335420693
alpha_rarefaction_4640_5.txt	4640	5	5.33005121016	n/a	n/a	n/a	n/a	4.6825971948	4.74201684941	4.86966865487	4.86920384485	4.90972622503
alpha_rarefaction_4640_6.txt	4640	6	5.32772881661	n/a	n/a	n/a	n/a	4.69618261765	4.73697162897	4.8622973271	4.86949955823	4.90437132116
alpha_rarefaction_4640_7.txt	4640	7	5.32648381471	n/a	n/a	n/a	n/a	4.68343842083	4.73997851801	4.85171684361	4.87731993777	4.89723294109
alpha_rarefaction_4640_8.txt	4640	8	5.32855818172	n/a	n/a	n/a	n/a	4.68280254843	4.73968525618	4.85966454364	4.87264686622	4.90595054794
alpha_rarefaction_4640_9.txt	4640	9	5.32689300351	n/a	n/a	n/a	n/a	4.673004623	4.7390152707	4.84885298296	4.86269192089	4.90215033757
