#NodeID	NodeType	Abundance	Color	Size	Shape
1107148	otu	4.0258	p__Proteobacteria	4.0258	otu
1115272	otu	27.48	p__Actinobacteria	27.48	otu
New.CleanUp.ReferenceOTU3584	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU3582	otu	2.6959	p__Cyanobacteria	2.6959	otu
New.CleanUp.ReferenceOTU2613	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU156	otu	4.9735	p__Cyanobacteria	4.9735	otu
New.CleanUp.ReferenceOTU157	otu	12.4454	p__Euryarchaeota	12.4454	otu
New.CleanUp.ReferenceOTU154	otu	21.2767	p__Euryarchaeota	21.2767	otu
New.CleanUp.ReferenceOTU155	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU152	otu	9.2072	p__Cyanobacteria	9.2072	otu
New.CleanUp.ReferenceOTU153	otu	8.1499	NA	8.1499	otu
New.CleanUp.ReferenceOTU150	otu	6.8022	p__Actinobacteria	6.8022	otu
New.CleanUp.ReferenceOTU53	otu	12.6969	p__Euryarchaeota	12.6969	otu
New.CleanUp.ReferenceOTU58	otu	14.5592	p__Chloroflexi	14.5592	otu
New.CleanUp.ReferenceOTU59	otu	7.203	p__Armatimonadetes	7.203	otu
New.CleanUp.ReferenceOTU158	otu	6.4685	NA	6.4685	otu
New.CleanUp.ReferenceOTU159	otu	4.5222	p__Chloroflexi	4.5222	otu
4371349	otu	4.0678	p__Proteobacteria	4.0678	otu
4356578	otu	8.3364	p__Actinobacteria	8.3364	otu
New.CleanUp.ReferenceOTU1369	otu	10.0779	p__Euryarchaeota	10.0779	otu
New.CleanUp.ReferenceOTU1368	otu	5.3451	p__Euryarchaeota	5.3451	otu
New.CleanUp.ReferenceOTU1363	otu	9.1533	p__Euryarchaeota	9.1533	otu
New.CleanUp.ReferenceOTU1360	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU1367	otu	11.541	p__Euryarchaeota	11.541	otu
New.CleanUp.ReferenceOTU1366	otu	5.8473	NA	5.8473	otu
New.CleanUp.ReferenceOTU1365	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU1364	otu	11.3641	p__Chloroflexi	11.3641	otu
New.CleanUp.ReferenceOTU559	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU1569	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU3678	otu	4.8499	p__Gemmatimonadetes	4.8499	otu
New.CleanUp.ReferenceOTU552	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU1566	otu	5.4509	p__Euryarchaeota	5.4509	otu
New.CleanUp.ReferenceOTU557	otu	17.6322	p__Euryarchaeota	17.6322	otu
New.CleanUp.ReferenceOTU1562	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1571	otu	6.6719	p__Euryarchaeota	6.6719	otu
New.CleanUp.ReferenceOTU3471	otu	4.2878	NA	4.2878	otu
New.CleanUp.ReferenceOTU324	otu	11.3226	p__Euryarchaeota	11.3226	otu
New.CleanUp.ReferenceOTU1740	otu	3.7383	p__Euryarchaeota	3.7383	otu
3674693	otu	4.8188	p__[Thermi]	4.8188	otu
New.CleanUp.ReferenceOTU1575	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1219	otu	2.9943	p__Acidobacteria	2.9943	otu
New.CleanUp.ReferenceOTU1187	otu	2.9943	NA	2.9943	otu
New.CleanUp.ReferenceOTU423	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU420	otu	16.451	p__Cyanobacteria	16.451	otu
New.CleanUp.ReferenceOTU421	otu	7.4641	p__Chloroflexi	7.4641	otu
New.CleanUp.ReferenceOTU424	otu	7.8378	p__Cyanobacteria	7.8378	otu
New.CleanUp.ReferenceOTU338	otu	16.5239	p__Euryarchaeota	16.5239	otu
New.CleanUp.ReferenceOTU884	otu	5.258	p__Actinobacteria	5.258	otu
New.CleanUp.ReferenceOTU4296	otu	3.4682	p__Cyanobacteria	3.4682	otu
New.CleanUp.ReferenceOTU335	otu	4.1261	p__Euryarchaeota	4.1261	otu
New.CleanUp.ReferenceOTU333	otu	15.5808	p__Euryarchaeota	15.5808	otu
New.CleanUp.ReferenceOTU1695	otu	5.859	p__Euryarchaeota	5.859	otu
New.CleanUp.ReferenceOTU1694	otu	5.859	p__Euryarchaeota	5.859	otu
New.CleanUp.ReferenceOTU2989	otu	6.1516	p__Actinobacteria	6.1516	otu
4378646	otu	4.7089	p__Proteobacteria	4.7089	otu
New.CleanUp.ReferenceOTU2986	otu	4.8188	p__Chloroflexi	4.8188	otu
145053	otu	5.9286	p__Actinobacteria	5.9286	otu
4370431	otu	4.2868	p__Euryarchaeota	4.2868	otu
4433511	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU4129	otu	3.0576	NA	3.0576	otu
New.CleanUp.ReferenceOTU4123	otu	2.947	p__Cyanobacteria	2.947	otu
4470065	otu	10.9843	p__[Thermi]	10.9843	otu
New.CleanUp.ReferenceOTU2187	otu	3.3528	NA	3.3528	otu
New.CleanUp.ReferenceOTU2185	otu	3.3528	NA	3.3528	otu
New.CleanUp.ReferenceOTU2189	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU3901	otu	6.1112	p__Chloroflexi	6.1112	otu
New.CleanUp.ReferenceOTU61	otu	26.2788	p__Euryarchaeota	26.2788	otu
New.CleanUp.ReferenceOTU60	otu	17.5698	NA	17.5698	otu
653788	otu	6.8992	p__Actinobacteria	6.8992	otu
New.CleanUp.ReferenceOTU143	otu	14.7883	p__Chloroflexi	14.7883	otu
New.CleanUp.ReferenceOTU62	otu	15.2265	NA	15.2265	otu
New.CleanUp.ReferenceOTU145	otu	5.7029	p__Cyanobacteria	5.7029	otu
806406	otu	2.9943	p__Cyanobacteria	2.9943	otu
New.CleanUp.ReferenceOTU144	otu	9.866	p__Cyanobacteria	9.866	otu
New.CleanUp.ReferenceOTU3877	otu	3.8899	p__Cyanobacteria	3.8899	otu
New.CleanUp.ReferenceOTU147	otu	9.1097	p__Actinobacteria	9.1097	otu
New.CleanUp.ReferenceOTU3595	otu	4.8499	p__Chloroflexi	4.8499	otu
New.CleanUp.ReferenceOTU3879	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU3878	otu	4.2805	p__Cyanobacteria	4.2805	otu
New.CleanUp.ReferenceOTU69	otu	6.403	p__Chloroflexi	6.403	otu
New.CleanUp.ReferenceOTU68	otu	12.0455	p__Euryarchaeota	12.0455	otu
909173	otu	12.4347	p__Gemmatimonadetes	12.4347	otu
New.CleanUp.ReferenceOTU2056	otu	4.2805	p__Cyanobacteria	4.2805	otu
New.CleanUp.ReferenceOTU2057	otu	3.8899	NA	3.8899	otu
New.CleanUp.ReferenceOTU2052	otu	5.5927	p__Cyanobacteria	5.5927	otu
837092	otu	5.3695	p__Actinobacteria	5.3695	otu
510184	otu	9.4456	p__Cyanobacteria	9.4456	otu
New.CleanUp.ReferenceOTU168	otu	14.279	p__Actinobacteria	14.279	otu
New.CleanUp.ReferenceOTU3112	otu	4.0258	p__Cyanobacteria	4.0258	otu
New.CleanUp.ReferenceOTU2425	otu	4.3228	p__Cyanobacteria	4.3228	otu
805062	otu	3.5176	p__Cyanobacteria	3.5176	otu
New.CleanUp.ReferenceOTU240	otu	16.6488	p__Chloroflexi	16.6488	otu
107234	otu	3.8899	p__Crenarchaeota	3.8899	otu
809392	otu	51.0522	p__Actinobacteria	51.0522	otu
3505032	otu	11.0426	p__Proteobacteria	11.0426	otu
939546	otu	6.4104	p__Actinobacteria	6.4104	otu
4439227	otu	7.2865	p__Proteobacteria	7.2865	otu
New.CleanUp.ReferenceOTU3062	otu	4.8277	p__Chloroflexi	4.8277	otu
1114113	otu	7.5404	p__Chloroflexi	7.5404	otu
New.CleanUp.ReferenceOTU3061	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU3066	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU3064	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU2513	otu	3.0576	NA	3.0576	otu
New.CleanUp.ReferenceOTU2517	otu	5.8473	p__Cyanobacteria	5.8473	otu
New.CleanUp.ReferenceOTU49	otu	14.1038	p__Bacteroidetes	14.1038	otu
New.CleanUp.ReferenceOTU48	otu	21.5996	p__Actinobacteria	21.5996	otu
New.CleanUp.ReferenceOTU4267	otu	3.4682	p__Gemmatimonadetes	3.4682	otu
New.CleanUp.ReferenceOTU4269	otu	2.947	p__Gemmatimonadetes	2.947	otu
New.CleanUp.ReferenceOTU42	otu	13.2865	p__Chloroflexi	13.2865	otu
New.CleanUp.ReferenceOTU41	otu	22.6373	p__Actinobacteria	22.6373	otu
New.CleanUp.ReferenceOTU40	otu	23.3551	p__Actinobacteria	23.3551	otu
New.CleanUp.ReferenceOTU47	otu	16.4467	p__Actinobacteria	16.4467	otu
New.CleanUp.ReferenceOTU46	otu	7.3414	NA	7.3414	otu
New.CleanUp.ReferenceOTU45	otu	19.7883	NA	19.7883	otu
New.CleanUp.ReferenceOTU44	otu	17.9188	p__Chloroflexi	17.9188	otu
New.CleanUp.ReferenceOTU2602	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU665	otu	4.8972	p__Chloroflexi	4.8972	otu
New.CleanUp.ReferenceOTU1356	otu	7.2354	p__Euryarchaeota	7.2354	otu
New.CleanUp.ReferenceOTU1425	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU1426	otu	5.0638	NA	5.0638	otu
New.CleanUp.ReferenceOTU630	otu	5.1636	p__Actinobacteria	5.1636	otu
New.CleanUp.ReferenceOTU1420	otu	4.2189	p__Euryarchaeota	4.2189	otu
New.CleanUp.ReferenceOTU1421	otu	7.5811	p__Euryarchaeota	7.5811	otu
New.CleanUp.ReferenceOTU1350	otu	3.0576	p__Chloroflexi	3.0576	otu
New.CleanUp.ReferenceOTU1423	otu	7.0326	p__Euryarchaeota	7.0326	otu
New.CleanUp.ReferenceOTU185	otu	7.7321	NA	7.7321	otu
New.CleanUp.ReferenceOTU184	otu	7.1384	p__Actinobacteria	7.1384	otu
New.CleanUp.ReferenceOTU187	otu	7.6722	NA	7.6722	otu
New.CleanUp.ReferenceOTU186	otu	6.8478	NA	6.8478	otu
New.CleanUp.ReferenceOTU181	otu	4.9735	p__Proteobacteria	4.9735	otu
New.CleanUp.ReferenceOTU180	otu	5.3711	p__Cyanobacteria	5.3711	otu
New.CleanUp.ReferenceOTU183	otu	4.8499	p__Chloroflexi	4.8499	otu
New.CleanUp.ReferenceOTU182	otu	3.6331	p__Bacteroidetes	3.6331	otu
New.CleanUp.ReferenceOTU1519	otu	5.4509	p__Euryarchaeota	5.4509	otu
New.CleanUp.ReferenceOTU1511	otu	7.4283	p__Euryarchaeota	7.4283	otu
New.CleanUp.ReferenceOTU523	otu	3.5836	NA	3.5836	otu
New.CleanUp.ReferenceOTU522	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU3644	otu	5.3711	p__Gemmatimonadetes	5.3711	otu
New.CleanUp.ReferenceOTU1517	otu	4.5252	p__Euryarchaeota	4.5252	otu
217548	otu	4.8188	p__Actinobacteria	4.8188	otu
4461722	otu	3.7383	p__Proteobacteria	3.7383	otu
New.CleanUp.ReferenceOTU985	otu	4.2878	p__Cyanobacteria	4.2878	otu
New.CleanUp.ReferenceOTU984	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU453	otu	6.232	NA	6.232	otu
New.CleanUp.ReferenceOTU980	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU450	otu	5.5452	p__Chloroflexi	5.5452	otu
1106203	otu	12.9268	p__Actinobacteria	12.9268	otu
New.CleanUp.ReferenceOTU988	otu	3.9008	p__Actinobacteria	3.9008	otu
704830	otu	4.2878	p__Actinobacteria	4.2878	otu
New.CleanUp.ReferenceOTU458	otu	4.4775	p__Euryarchaeota	4.4775	otu
266995	otu	14.3541	p__[Thermi]	14.3541	otu
New.CleanUp.ReferenceOTU1877	otu	5.8151	p__Chloroflexi	5.8151	otu
974497	otu	4.8972	p__Proteobacteria	4.8972	otu
New.CleanUp.ReferenceOTU4042	otu	2.947	p__Actinobacteria	2.947	otu
New.CleanUp.ReferenceOTU2995	otu	4.8499	p__Chloroflexi	4.8499	otu
New.CleanUp.ReferenceOTU804	otu	2.9943	NA	2.9943	otu
New.CleanUp.ReferenceOTU859	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU2993	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU1644	otu	3.7383	NA	3.7383	otu
New.CleanUp.ReferenceOTU852	otu	5.6405	p__Chloroflexi	5.6405	otu
New.CleanUp.ReferenceOTU1646	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU1640	otu	3.5836	NA	3.5836	otu
New.CleanUp.ReferenceOTU2998	otu	2.6959	p__Actinobacteria	2.6959	otu
1143172	otu	12.9162	p__Actinobacteria	12.9162	otu
New.CleanUp.ReferenceOTU1207	otu	4.2878	p__Chloroflexi	4.2878	otu
New.CleanUp.ReferenceOTU1750	otu	3.5836	p__Actinobacteria	3.5836	otu
4391816	otu	4.0258	p__Actinobacteria	4.0258	otu
New.CleanUp.ReferenceOTU2196	otu	15.4277	p__Cyanobacteria	15.4277	otu
4325519	otu	19.9809	p__Actinobacteria	19.9809	otu
New.CleanUp.ReferenceOTU2190	otu	8.2992	p__Cyanobacteria	8.2992	otu
New.CleanUp.ReferenceOTU2192	otu	9.7372	NA	9.7372	otu
4371629	otu	6.3315	p__Acidobacteria	6.3315	otu
114146	otu	4.0678	p__Gemmatimonadetes	4.0678	otu
New.CleanUp.ReferenceOTU3805	otu	3.4682	NA	3.4682	otu
New.CleanUp.ReferenceOTU6	otu	25.1088	p__Cyanobacteria	25.1088	otu
New.CleanUp.ReferenceOTU7	otu	19.3882	p__[Thermi]	19.3882	otu
New.CleanUp.ReferenceOTU4	otu	29.3993	p__Euryarchaeota	29.3993	otu
New.CleanUp.ReferenceOTU5	otu	29.9407	p__Chloroflexi	29.9407	otu
New.CleanUp.ReferenceOTU2	otu	28.6251	p__Cyanobacteria	28.6251	otu
New.CleanUp.ReferenceOTU3	otu	26.5467	p__Euryarchaeota	26.5467	otu
New.CleanUp.ReferenceOTU0	otu	40.4225	p__Cyanobacteria	40.4225	otu
New.CleanUp.ReferenceOTU1	otu	47.624	p__Euryarchaeota	47.624	otu
New.CleanUp.ReferenceOTU14	otu	41.0384	p__Chloroflexi	41.0384	otu
New.CleanUp.ReferenceOTU8	otu	43.4245	p__Chloroflexi	43.4245	otu
New.CleanUp.ReferenceOTU9	otu	22.7275	p__Cyanobacteria	22.7275	otu
New.CleanUp.ReferenceOTU1198	otu	2.9943	NA	2.9943	otu
4004072	otu	7.6447	p__Bacteroidetes	7.6447	otu
New.CleanUp.ReferenceOTU2046	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU2041	otu	4.2805	NA	4.2805	otu
203418	otu	33.3876	p__Actinobacteria	33.3876	otu
New.CleanUp.ReferenceOTU3249	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU3244	otu	6.1641	p__Cyanobacteria	6.1641	otu
587534	otu	21.0997	p__Actinobacteria	21.0997	otu
New.CleanUp.ReferenceOTU3240	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU3241	otu	2.6959	p__Chloroflexi	2.6959	otu
817451	otu	11.5403	p__Actinobacteria	11.5403	otu
New.CleanUp.ReferenceOTU488	otu	3.9245	p__Euryarchaeota	3.9245	otu
764838	otu	9.1605	p__Proteobacteria	9.1605	otu
New.CleanUp.ReferenceOTU2811	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU2458	otu	4.485	p__Chloroflexi	4.485	otu
New.CleanUp.ReferenceOTU3103	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU3102	otu	7.0482	p__Gemmatimonadetes	7.0482	otu
New.CleanUp.ReferenceOTU2452	otu	10.6449	p__Cyanobacteria	10.6449	otu
809239	otu	9.7608	p__Cyanobacteria	9.7608	otu
190663	otu	3.3528	p__Actinobacteria	3.3528	otu
New.CleanUp.ReferenceOTU2299	otu	5.6165	p__Cyanobacteria	5.6165	otu
New.CleanUp.ReferenceOTU3070	otu	2.6959	p__Proteobacteria	2.6959	otu
1039041	otu	8.4736	p__Actinobacteria	8.4736	otu
New.CleanUp.ReferenceOTU38	otu	11.8757	p__Actinobacteria	11.8757	otu
New.CleanUp.ReferenceOTU39	otu	23.377	p__Euryarchaeota	23.377	otu
New.CleanUp.ReferenceOTU36	otu	16.7405	p__Euryarchaeota	16.7405	otu
New.CleanUp.ReferenceOTU37	otu	8.0426	p__Actinobacteria	8.0426	otu
New.CleanUp.ReferenceOTU34	otu	27.5745	p__Euryarchaeota	27.5745	otu
New.CleanUp.ReferenceOTU35	otu	14.705	p__Euryarchaeota	14.705	otu
New.CleanUp.ReferenceOTU32	otu	27.4175	p__Euryarchaeota	27.4175	otu
New.CleanUp.ReferenceOTU33	otu	19.1816	NA	19.1816	otu
New.CleanUp.ReferenceOTU30	otu	13.1744	p__Chloroflexi	13.1744	otu
New.CleanUp.ReferenceOTU31	otu	28.3057	p__Euryarchaeota	28.3057	otu
4301663	otu	5.27	p__Proteobacteria	5.27	otu
New.CleanUp.ReferenceOTU1341	otu	9.023	p__Chloroflexi	9.023	otu
New.CleanUp.ReferenceOTU193	otu	4.8499	p__Cyanobacteria	4.8499	otu
New.CleanUp.ReferenceOTU190	otu	15.7815	NA	15.7815	otu
New.CleanUp.ReferenceOTU1342	otu	7.5811	p__Euryarchaeota	7.5811	otu
New.CleanUp.ReferenceOTU196	otu	3.3528	p__Chloroflexi	3.3528	otu
New.CleanUp.ReferenceOTU197	otu	5.6429	p__Chloroflexi	5.6429	otu
New.CleanUp.ReferenceOTU1347	otu	4.5252	p__Euryarchaeota	4.5252	otu
New.CleanUp.ReferenceOTU195	otu	8.2763	NA	8.2763	otu
New.CleanUp.ReferenceOTU629	otu	4.3862	p__Chloroflexi	4.3862	otu
New.CleanUp.ReferenceOTU198	otu	3.4682	NA	3.4682	otu
New.CleanUp.ReferenceOTU199	otu	8.3155	NA	8.3155	otu
256447	otu	4.0678	p__Proteobacteria	4.0678	otu
New.CleanUp.ReferenceOTU117	otu	11.5042	p__Actinobacteria	11.5042	otu
New.CleanUp.ReferenceOTU1509	otu	8.812	p__Euryarchaeota	8.812	otu
New.CleanUp.ReferenceOTU1508	otu	6.1368	p__Euryarchaeota	6.1368	otu
New.CleanUp.ReferenceOTU2708	otu	4.3228	p__Cyanobacteria	4.3228	otu
New.CleanUp.ReferenceOTU534	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU1500	otu	6.1368	p__Euryarchaeota	6.1368	otu
New.CleanUp.ReferenceOTU530	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU531	otu	6.1727	p__Euryarchaeota	6.1727	otu
New.CleanUp.ReferenceOTU2702	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU533	otu	6.4104	p__Actinobacteria	6.4104	otu
New.CleanUp.ReferenceOTU3494	otu	4.8499	p__Cyanobacteria	4.8499	otu
New.CleanUp.ReferenceOTU3499	otu	2.6959	p__Cyanobacteria	2.6959	otu
New.CleanUp.ReferenceOTU3498	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU1727	otu	3.5836	NA	3.5836	otu
New.CleanUp.ReferenceOTU1729	otu	9.3908	p__Euryarchaeota	9.3908	otu
New.CleanUp.ReferenceOTU685	otu	2.9943	p__Cyanobacteria	2.9943	otu
New.CleanUp.ReferenceOTU2854	otu	5.3275	p__Chloroflexi	5.3275	otu
New.CleanUp.ReferenceOTU445	otu	7.6839	p__Euryarchaeota	7.6839	otu
New.CleanUp.ReferenceOTU447	otu	10.6482	p__Euryarchaeota	10.6482	otu
New.CleanUp.ReferenceOTU440	otu	3.9245	p__Euryarchaeota	3.9245	otu
New.CleanUp.ReferenceOTU2852	otu	4.8188	p__[Thermi]	4.8188	otu
New.CleanUp.ReferenceOTU443	otu	6.7548	p__Euryarchaeota	6.7548	otu
New.CleanUp.ReferenceOTU448	otu	5.3213	NA	5.3213	otu
New.CleanUp.ReferenceOTU449	otu	7.6628	p__Euryarchaeota	7.6628	otu
New.CleanUp.ReferenceOTU1658	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU840	otu	5.4205	p__Planctomycetes	5.4205	otu
New.CleanUp.ReferenceOTU842	otu	2.9943	p__Proteobacteria	2.9943	otu
221734	otu	3.8899	p__Bacteroidetes	3.8899	otu
New.CleanUp.ReferenceOTU1651	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU1650	otu	3.0576	p__Actinobacteria	3.0576	otu
New.CleanUp.ReferenceOTU994	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU457	otu	3.9245	p__Euryarchaeota	3.9245	otu
New.CleanUp.ReferenceOTU3101	otu	4.8188	p__Planctomycetes	4.8188	otu
New.CleanUp.ReferenceOTU1000	otu	4.0678	p__Armatimonadetes	4.0678	otu
New.CleanUp.ReferenceOTU1353	otu	6.1727	p__Euryarchaeota	6.1727	otu
799959	otu	4.0678	p__Actinobacteria	4.0678	otu
512952	otu	8.3581	p__Gemmatimonadetes	8.3581	otu
773538	otu	12.3511	p__Actinobacteria	12.3511	otu
New.CleanUp.ReferenceOTU2729	otu	3.6331	p__Cyanobacteria	3.6331	otu
New.CleanUp.ReferenceOTU1524	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU2078	otu	12.0858	p__Actinobacteria	12.0858	otu
New.CleanUp.ReferenceOTU2079	otu	3.1051	NA	3.1051	otu
New.CleanUp.ReferenceOTU2073	otu	5.3264	p__Cyanobacteria	5.3264	otu
New.CleanUp.ReferenceOTU2070	otu	8.4636	p__Cyanobacteria	8.4636	otu
New.CleanUp.ReferenceOTU2071	otu	7.6259	p__Cyanobacteria	7.6259	otu
New.CleanUp.ReferenceOTU1880	otu	8.2992	p__Actinobacteria	8.2992	otu
808533	otu	33.8561	p__Cyanobacteria	33.8561	otu
675211	otu	20.974	p__Actinobacteria	20.974	otu
4482713	otu	21.3443	p__Chloroflexi	21.3443	otu
New.CleanUp.ReferenceOTU89	otu	26.6024	p__Euryarchaeota	26.6024	otu
4391116	otu	11.1677	p__Proteobacteria	11.1677	otu
New.CleanUp.ReferenceOTU2440	otu	3.1051	p__Chloroflexi	3.1051	otu
New.CleanUp.ReferenceOTU2446	otu	4.7513	p__Cyanobacteria	4.7513	otu
New.CleanUp.ReferenceOTU167	otu	6.6907	p__Chloroflexi	6.6907	otu
New.CleanUp.ReferenceOTU166	otu	10.0415	p__Actinobacteria	10.0415	otu
New.CleanUp.ReferenceOTU165	otu	9.0221	p__Chloroflexi	9.0221	otu
New.CleanUp.ReferenceOTU84	otu	16.7498	p__Chloroflexi	16.7498	otu
New.CleanUp.ReferenceOTU163	otu	9.5245	p__Chloroflexi	9.5245	otu
New.CleanUp.ReferenceOTU82	otu	14.8139	p__Chloroflexi	14.8139	otu
New.CleanUp.ReferenceOTU81	otu	15.3069	p__Actinobacteria	15.3069	otu
New.CleanUp.ReferenceOTU2280	otu	3.3528	p__Actinobacteria	3.3528	otu
New.CleanUp.ReferenceOTU160	otu	4.5875	NA	4.5875	otu
3077248	otu	6.3097	p__Proteobacteria	6.3097	otu
New.CleanUp.ReferenceOTU3000	otu	4.0258	NA	4.0258	otu
New.CleanUp.ReferenceOTU3005	otu	2.6959	p__Chloroflexi	2.6959	otu
4310319	otu	7.3679	p__Actinobacteria	7.3679	otu
4465330	otu	2.6959	p__Proteobacteria	2.6959	otu
New.CleanUp.ReferenceOTU1868	otu	4.2805	p__Chloroflexi	4.2805	otu
New.CleanUp.ReferenceOTU1869	otu	4.7089	p__Cyanobacteria	4.7089	otu
New.CleanUp.ReferenceOTU1866	otu	4.7089	NA	4.7089	otu
New.CleanUp.ReferenceOTU1860	otu	5.5741	p__Cyanobacteria	5.5741	otu
New.CleanUp.ReferenceOTU1861	otu	5.5741	NA	5.5741	otu
New.CleanUp.ReferenceOTU1862	otu	10.9551	p__Cyanobacteria	10.9551	otu
1639771	otu	5.1119	p__Actinobacteria	5.1119	otu
New.CleanUp.ReferenceOTU29	otu	15.1212	NA	15.1212	otu
New.CleanUp.ReferenceOTU28	otu	8.6853	p__Cyanobacteria	8.6853	otu
4483596	otu	49.8694	p__Proteobacteria	49.8694	otu
New.CleanUp.ReferenceOTU25	otu	8.4198	p__Cyanobacteria	8.4198	otu
New.CleanUp.ReferenceOTU24	otu	30.1397	p__Euryarchaeota	30.1397	otu
New.CleanUp.ReferenceOTU27	otu	18.1325	p__Euryarchaeota	18.1325	otu
New.CleanUp.ReferenceOTU26	otu	9.2133	p__Euryarchaeota	9.2133	otu
New.CleanUp.ReferenceOTU21	otu	41.4069	p__Euryarchaeota	41.4069	otu
New.CleanUp.ReferenceOTU20	otu	14.1246	p__Chloroflexi	14.1246	otu
New.CleanUp.ReferenceOTU23	otu	23.4592	p__Euryarchaeota	23.4592	otu
New.CleanUp.ReferenceOTU22	otu	20.5418	p__Bacteroidetes	20.5418	otu
New.CleanUp.ReferenceOTU2667	otu	4.3228	p__Cyanobacteria	4.3228	otu
New.CleanUp.ReferenceOTU1708	otu	9.163	p__Euryarchaeota	9.163	otu
New.CleanUp.ReferenceOTU2669	otu	9.2826	p__Cyanobacteria	9.2826	otu
New.CleanUp.ReferenceOTU3715	otu	4.0258	NA	4.0258	otu
4325081	otu	7.5694	p__Actinobacteria	7.5694	otu
828826	otu	30.2124	p__Chloroflexi	30.2124	otu
New.CleanUp.ReferenceOTU136	otu	12.7029	p__Cyanobacteria	12.7029	otu
New.CleanUp.ReferenceOTU1402	otu	12.2026	p__Euryarchaeota	12.2026	otu
New.CleanUp.ReferenceOTU617	otu	3.5176	p__Planctomycetes	3.5176	otu
New.CleanUp.ReferenceOTU616	otu	5.1172	p__Cyanobacteria	5.1172	otu
New.CleanUp.ReferenceOTU1406	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU1407	otu	10.7732	p__Actinobacteria	10.7732	otu
New.CleanUp.ReferenceOTU613	otu	6.5515	p__Cyanobacteria	6.5515	otu
New.CleanUp.ReferenceOTU612	otu	3.5176	p__Chloroflexi	3.5176	otu
New.CleanUp.ReferenceOTU618	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU3622	otu	4.0258	p__Cyanobacteria	4.0258	otu
New.CleanUp.ReferenceOTU505	otu	6.8323	p__Euryarchaeota	6.8323	otu
New.CleanUp.ReferenceOTU1533	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1530	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU509	otu	14.8363	p__Euryarchaeota	14.8363	otu
4465158	otu	8.3364	p__Proteobacteria	8.3364	otu
New.CleanUp.ReferenceOTU2711	otu	4.485	p__Cyanobacteria	4.485	otu
