#NodeID	NodeType	Abundance	Color	Size	Shape
New.CleanUp.ReferenceOTU1950	otu	4.7513	p__Cyanobacteria	4.7513	otu
New.CleanUp.ReferenceOTU2208	otu	3.3528	NA	3.3528	otu
New.CleanUp.ReferenceOTU2873	otu	6.1516	NA	6.1516	otu
New.CleanUp.ReferenceOTU1534	otu	13.5863	p__Euryarchaeota	13.5863	otu
New.CleanUp.ReferenceOTU1956	otu	4.2805	NA	4.2805	otu
New.CleanUp.ReferenceOTU627	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU504	otu	8.2138	p__Euryarchaeota	8.2138	otu
1139892	otu	15.7818	p__Proteobacteria	15.7818	otu
New.CleanUp.ReferenceOTU3307	otu	3.2046	p__Actinobacteria	3.2046	otu
New.CleanUp.ReferenceOTU3306	otu	4.0258	p__Actinobacteria	4.0258	otu
New.CleanUp.ReferenceOTU2375	otu	4.3228	p__Cyanobacteria	4.3228	otu
New.CleanUp.ReferenceOTU2377	otu	4.485	p__Actinobacteria	4.485	otu
New.CleanUp.ReferenceOTU2371	otu	4.3866	p__Planctomycetes	4.3866	otu
New.CleanUp.ReferenceOTU2372	otu	17.7973	p__Cyanobacteria	17.7973	otu
New.CleanUp.ReferenceOTU1538	otu	3.2943	p__Euryarchaeota	3.2943	otu
1032520	otu	6.1989	p__Acidobacteria	6.1989	otu
172222	otu	2.6959	p__Gemmatimonadetes	2.6959	otu
New.CleanUp.ReferenceOTU3239	otu	5.7029	p__Chloroflexi	5.7029	otu
New.CleanUp.ReferenceOTU3236	otu	4.8188	p__Chloroflexi	4.8188	otu
New.CleanUp.ReferenceOTU3235	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU3234	otu	2.6959	p__Chloroflexi	2.6959	otu
New.CleanUp.ReferenceOTU3233	otu	6.848	p__Chloroflexi	6.848	otu
New.CleanUp.ReferenceOTU3541	otu	4.0258	p__Gemmatimonadetes	4.0258	otu
New.CleanUp.ReferenceOTU113	otu	24.4555	p__Euryarchaeota	24.4555	otu
4452899	otu	23.625	p__Chloroflexi	23.625	otu
New.CleanUp.ReferenceOTU93	otu	7.0087	NA	7.0087	otu
New.CleanUp.ReferenceOTU116	otu	15.0228	NA	15.0228	otu
537516	otu	6.1907	p__Actinobacteria	6.1907	otu
New.CleanUp.ReferenceOTU96	otu	12.3968	p__Chloroflexi	12.3968	otu
New.CleanUp.ReferenceOTU3158	otu	4.8499	p__Chloroflexi	4.8499	otu
New.CleanUp.ReferenceOTU115	otu	9.1171	p__Actinobacteria	9.1171	otu
4353338	otu	10.4928	p__Actinobacteria	10.4928	otu
New.CleanUp.ReferenceOTU1325	otu	6.1368	p__Euryarchaeota	6.1368	otu
1111024	otu	4.8517	p__Gemmatimonadetes	4.8517	otu
New.CleanUp.ReferenceOTU1324	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU687	otu	7.8708	p__Chloroflexi	7.8708	otu
New.CleanUp.ReferenceOTU2344	otu	3.6331	p__Cyanobacteria	3.6331	otu
New.CleanUp.ReferenceOTU2551	otu	12.1978	p__Cyanobacteria	12.1978	otu
New.CleanUp.ReferenceOTU1321	otu	3.2943	p__Euryarchaeota	3.2943	otu
815453	otu	31.869	p__Euryarchaeota	31.869	otu
New.CleanUp.ReferenceOTU1504	otu	6.1368	p__Euryarchaeota	6.1368	otu
New.CleanUp.ReferenceOTU2793	otu	6.1627	p__Cyanobacteria	6.1627	otu
New.CleanUp.ReferenceOTU2798	otu	7.3715	p__Cyanobacteria	7.3715	otu
New.CleanUp.ReferenceOTU1556	otu	6.4104	p__Actinobacteria	6.4104	otu
New.CleanUp.ReferenceOTU560	otu	6.2229	p__Euryarchaeota	6.2229	otu
New.CleanUp.ReferenceOTU565	otu	12.8214	p__Cyanobacteria	12.8214	otu
New.CleanUp.ReferenceOTU1001	otu	3.5176	NA	3.5176	otu
New.CleanUp.ReferenceOTU569	otu	6.5007	p__Euryarchaeota	6.5007	otu
New.CleanUp.ReferenceOTU1008	otu	4.0678	p__Actinobacteria	4.0678	otu
1119224	otu	24.4805	p__Actinobacteria	24.4805	otu
New.CleanUp.ReferenceOTU169	otu	4.5737	p__Actinobacteria	4.5737	otu
982282	otu	6.1641	p__Planctomycetes	6.1641	otu
New.CleanUp.ReferenceOTU87	otu	19.4763	p__Euryarchaeota	19.4763	otu
New.CleanUp.ReferenceOTU86	otu	11.8072	p__Gemmatimonadetes	11.8072	otu
New.CleanUp.ReferenceOTU85	otu	15.5226	p__Cyanobacteria	15.5226	otu
New.CleanUp.ReferenceOTU164	otu	6.5462	NA	6.5462	otu
New.CleanUp.ReferenceOTU83	otu	11.8407	p__FBP	11.8407	otu
New.CleanUp.ReferenceOTU162	otu	18.0092	p__Euryarchaeota	18.0092	otu
New.CleanUp.ReferenceOTU161	otu	10.3043	p__Cyanobacteria	10.3043	otu
New.CleanUp.ReferenceOTU80	otu	14.2325	p__Cyanobacteria	14.2325	otu
New.CleanUp.ReferenceOTU1310	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1311	otu	4.7089	p__Chloroflexi	4.7089	otu
New.CleanUp.ReferenceOTU1316	otu	11.9186	p__Euryarchaeota	11.9186	otu
New.CleanUp.ReferenceOTU1317	otu	4.9926	p__Euryarchaeota	4.9926	otu
New.CleanUp.ReferenceOTU1315	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1319	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU306	otu	15.7924	p__Euryarchaeota	15.7924	otu
New.CleanUp.ReferenceOTU305	otu	4.7892	p__Euryarchaeota	4.7892	otu
New.CleanUp.ReferenceOTU304	otu	6.2793	NA	6.2793	otu
New.CleanUp.ReferenceOTU303	otu	6.1727	p__Euryarchaeota	6.1727	otu
New.CleanUp.ReferenceOTU301	otu	10.8931	p__Euryarchaeota	10.8931	otu
New.CleanUp.ReferenceOTU745	otu	4.8972	p__Actinobacteria	4.8972	otu
New.CleanUp.ReferenceOTU1797	otu	6.0712	p__Cyanobacteria	6.0712	otu
New.CleanUp.ReferenceOTU1795	otu	5.5741	p__Cyanobacteria	5.5741	otu
New.CleanUp.ReferenceOTU764	otu	6.0237	p__Actinobacteria	6.0237	otu
New.CleanUp.ReferenceOTU1791	otu	4.9939	p__Euryarchaeota	4.9939	otu
New.CleanUp.ReferenceOTU769	otu	6.0152	p__Cyanobacteria	6.0152	otu
New.CleanUp.ReferenceOTU275	otu	9.2467	p__Euryarchaeota	9.2467	otu
New.CleanUp.ReferenceOTU789	otu	10.1249	p__Planctomycetes	10.1249	otu
New.CleanUp.ReferenceOTU1778	otu	4.7089	p__[Thermi]	4.7089	otu
New.CleanUp.ReferenceOTU781	otu	7.6842	p__Chloroflexi	7.6842	otu
New.CleanUp.ReferenceOTU780	otu	7.0201	p__Cyanobacteria	7.0201	otu
New.CleanUp.ReferenceOTU786	otu	7.9266	NA	7.9266	otu
New.CleanUp.ReferenceOTU1772	otu	4.2868	p__Euryarchaeota	4.2868	otu
New.CleanUp.ReferenceOTU948	otu	4.8972	NA	4.8972	otu
New.CleanUp.ReferenceOTU1177	otu	5.1172	NA	5.1172	otu
New.CleanUp.ReferenceOTU942	otu	4.0678	p__Actinobacteria	4.0678	otu
New.CleanUp.ReferenceOTU945	otu	2.9943	NA	2.9943	otu
New.CleanUp.ReferenceOTU415	otu	15.112	p__Euryarchaeota	15.112	otu
New.CleanUp.ReferenceOTU414	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU2971	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU2975	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU200	otu	3.1051	NA	3.1051	otu
1106797	otu	47.193	p__Euryarchaeota	47.193	otu
New.CleanUp.ReferenceOTU201	otu	12.3631	p__Cyanobacteria	12.3631	otu
2020092	otu	24.6322	p__Cyanobacteria	24.6322	otu
New.CleanUp.ReferenceOTU2159	otu	4.2805	NA	4.2805	otu
New.CleanUp.ReferenceOTU2151	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU2150	otu	4.7513	p__Cyanobacteria	4.7513	otu
New.CleanUp.ReferenceOTU2154	otu	6.5442	p__Cyanobacteria	6.5442	otu
New.CleanUp.ReferenceOTU2156	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU637	otu	2.9943	p__Actinobacteria	2.9943	otu
New.CleanUp.ReferenceOTU1948	otu	8.1132	p__Cyanobacteria	8.1132	otu
New.CleanUp.ReferenceOTU3849	otu	2.947	NA	2.947	otu
New.CleanUp.ReferenceOTU1942	otu	3.8899	p__Cyanobacteria	3.8899	otu
New.CleanUp.ReferenceOTU1947	otu	11.4159	p__Cyanobacteria	11.4159	otu
New.CleanUp.ReferenceOTU3330	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU3843	otu	2.947	p__Actinobacteria	2.947	otu
New.CleanUp.ReferenceOTU1147	otu	2.9943	p__Actinobacteria	2.9943	otu
570520	otu	5.3713	p__Euryarchaeota	5.3713	otu
New.CleanUp.ReferenceOTU2308	otu	8.8755	p__Actinobacteria	8.8755	otu
4332665	otu	3.3528	p__Actinobacteria	3.3528	otu
New.CleanUp.ReferenceOTU2303	otu	3.3528	p__Actinobacteria	3.3528	otu
New.CleanUp.ReferenceOTU2307	otu	3.3528	p__Actinobacteria	3.3528	otu
New.CleanUp.ReferenceOTU3068	otu	2.6959	p__Gemmatimonadetes	2.6959	otu
New.CleanUp.ReferenceOTU3208	otu	4.0258	p__Chloroflexi	4.0258	otu
146122	otu	7.3809	p__Actinobacteria	7.3809	otu
New.CleanUp.ReferenceOTU3205	otu	4.0258	NA	4.0258	otu
4467747	otu	6.2793	p__Firmicutes	6.2793	otu
New.CleanUp.ReferenceOTU2415	otu	3.6331	p__Actinobacteria	3.6331	otu
New.CleanUp.ReferenceOTU2410	otu	7.0763	NA	7.0763	otu
New.CleanUp.ReferenceOTU2412	otu	3.1051	NA	3.1051	otu
New.CleanUp.ReferenceOTU2418	otu	8.3674	p__Chloroflexi	8.3674	otu
New.CleanUp.ReferenceOTU2419	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU1514	otu	3.8294	p__Euryarchaeota	3.8294	otu
4024547	otu	9.0828	p__[Thermi]	9.0828	otu
New.CleanUp.ReferenceOTU2528	otu	5.3213	p__Cyanobacteria	5.3213	otu
New.CleanUp.ReferenceOTU2529	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU472	otu	15.0229	p__Actinobacteria	15.0229	otu
New.CleanUp.ReferenceOTU4256	otu	2.947	p__Chloroflexi	2.947	otu
New.CleanUp.ReferenceOTU570	otu	8.9666	NA	8.9666	otu
New.CleanUp.ReferenceOTU572	otu	15.2305	p__Euryarchaeota	15.2305	otu
New.CleanUp.ReferenceOTU1544	otu	7.0614	p__Euryarchaeota	7.0614	otu
New.CleanUp.ReferenceOTU1542	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU577	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU578	otu	4.485	NA	4.485	otu
New.CleanUp.ReferenceOTU1549	otu	5.2769	p__Euryarchaeota	5.2769	otu
New.CleanUp.ReferenceOTU1548	otu	6.6719	p__Euryarchaeota	6.6719	otu
1120543	otu	11.9329	p__Actinobacteria	11.9329	otu
748601	otu	4.3866	p__Crenarchaeota	4.3866	otu
New.CleanUp.ReferenceOTU2636	otu	4.3228	p__Cyanobacteria	4.3228	otu
New.CleanUp.ReferenceOTU72	otu	14.37	p__Actinobacteria	14.37	otu
New.CleanUp.ReferenceOTU73	otu	6.7215	p__Chloroflexi	6.7215	otu
New.CleanUp.ReferenceOTU70	otu	20.1117	p__Euryarchaeota	20.1117	otu
New.CleanUp.ReferenceOTU71	otu	9.6633	p__Chloroflexi	9.6633	otu
New.CleanUp.ReferenceOTU178	otu	5.7029	p__Chloroflexi	5.7029	otu
New.CleanUp.ReferenceOTU77	otu	5.6549	p__Euryarchaeota	5.6549	otu
New.CleanUp.ReferenceOTU74	otu	14.6514	p__Chloroflexi	14.6514	otu
New.CleanUp.ReferenceOTU75	otu	9.9678	p__Actinobacteria	9.9678	otu
New.CleanUp.ReferenceOTU174	otu	10.4348	p__Actinobacteria	10.4348	otu
New.CleanUp.ReferenceOTU175	otu	13.4771	p__Cyanobacteria	13.4771	otu
New.CleanUp.ReferenceOTU78	otu	9.3199	p__Euryarchaeota	9.3199	otu
New.CleanUp.ReferenceOTU79	otu	11.7898	p__Chloroflexi	11.7898	otu
New.CleanUp.ReferenceOTU170	otu	7.536	p__Cyanobacteria	7.536	otu
New.CleanUp.ReferenceOTU171	otu	8.4544	p__Actinobacteria	8.4544	otu
New.CleanUp.ReferenceOTU172	otu	6.1516	p__Chloroflexi	6.1516	otu
New.CleanUp.ReferenceOTU173	otu	10.8276	p__Cyanobacteria	10.8276	otu
New.CleanUp.ReferenceOTU314	otu	9.577	p__Euryarchaeota	9.577	otu
New.CleanUp.ReferenceOTU317	otu	7.1309	p__Euryarchaeota	7.1309	otu
New.CleanUp.ReferenceOTU310	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU311	otu	20.1129	p__Euryarchaeota	20.1129	otu
New.CleanUp.ReferenceOTU318	otu	13.8941	p__Euryarchaeota	13.8941	otu
New.CleanUp.ReferenceOTU319	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU776	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU3450	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU1784	otu	3.9683	p__Cyanobacteria	3.9683	otu
New.CleanUp.ReferenceOTU1787	otu	7.8089	p__Actinobacteria	7.8089	otu
New.CleanUp.ReferenceOTU779	otu	4.0678	p__Chloroflexi	4.0678	otu
825937	otu	8.6392	p__Actinobacteria	8.6392	otu
New.CleanUp.ReferenceOTU791	otu	8.245	p__Chloroflexi	8.245	otu
New.CleanUp.ReferenceOTU792	otu	2.9943	NA	2.9943	otu
New.CleanUp.ReferenceOTU1764	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU794	otu	2.9943	p__Cyanobacteria	2.9943	otu
New.CleanUp.ReferenceOTU1761	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU797	otu	4.2033	p__Cyanobacteria	4.2033	otu
New.CleanUp.ReferenceOTU408	otu	3.0576	p__Cyanobacteria	3.0576	otu
New.CleanUp.ReferenceOTU958	otu	9.5744	p__Cyanobacteria	9.5744	otu
New.CleanUp.ReferenceOTU957	otu	10.3091	p__Cyanobacteria	10.3091	otu
New.CleanUp.ReferenceOTU1163	otu	3.5176	NA	3.5176	otu
831377	otu	4.8972	p__Actinobacteria	4.8972	otu
New.CleanUp.ReferenceOTU952	otu	2.9943	p__Cyanobacteria	2.9943	otu
New.CleanUp.ReferenceOTU1164	otu	4.0678	NA	4.0678	otu
New.CleanUp.ReferenceOTU407	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU4077	otu	2.947	NA	2.947	otu
New.CleanUp.ReferenceOTU2948	otu	2.6959	p__Cyanobacteria	2.6959	otu
New.CleanUp.ReferenceOTU2098	otu	4.485	NA	4.485	otu
New.CleanUp.ReferenceOTU2090	otu	4.7513	NA	4.7513	otu
New.CleanUp.ReferenceOTU2093	otu	4.0187	p__Cyanobacteria	4.0187	otu
162202	otu	34.3842	p__Cyanobacteria	34.3842	otu
4371107	otu	11.296	p__Actinobacteria	11.296	otu
New.CleanUp.ReferenceOTU4103	otu	2.947	p__[Thermi]	2.947	otu
New.CleanUp.ReferenceOTU1627	otu	3.9245	p__Euryarchaeota	3.9245	otu
New.CleanUp.ReferenceOTU3922	otu	3.3528	p__Cyanobacteria	3.3528	otu
New.CleanUp.ReferenceOTU3927	otu	6.4104	p__Cyanobacteria	6.4104	otu
New.CleanUp.ReferenceOTU3929	otu	3.3528	NA	3.3528	otu
New.CleanUp.ReferenceOTU1976	otu	4.485	p__Chloroflexi	4.485	otu
New.CleanUp.ReferenceOTU1974	otu	12.8153	p__Cyanobacteria	12.8153	otu
New.CleanUp.ReferenceOTU1975	otu	4.9735	p__Chloroflexi	4.9735	otu
New.CleanUp.ReferenceOTU1972	otu	5.3264	p__Chloroflexi	5.3264	otu
New.CleanUp.ReferenceOTU3320	otu	2.6959	p__Actinobacteria	2.6959	otu
New.CleanUp.ReferenceOTU1978	otu	3.1051	p__Actinobacteria	3.1051	otu
New.CleanUp.ReferenceOTU1979	otu	4.7513	p__Cyanobacteria	4.7513	otu
New.CleanUp.ReferenceOTU633	otu	4.4286	NA	4.4286	otu
3974550	otu	6.1368	p__Proteobacteria	6.1368	otu
New.CleanUp.ReferenceOTU146	otu	5.0161	p__Chloroflexi	5.0161	otu
New.CleanUp.ReferenceOTU1357	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1355	otu	5.1796	p__Euryarchaeota	5.1796	otu
New.CleanUp.ReferenceOTU1352	otu	3.8294	p__Euryarchaeota	3.8294	otu
New.CleanUp.ReferenceOTU188	otu	12.2927	p__Actinobacteria	12.2927	otu
New.CleanUp.ReferenceOTU2319	otu	6.4579	p__Cyanobacteria	6.4579	otu
New.CleanUp.ReferenceOTU2313	otu	3.3528	NA	3.3528	otu
New.CleanUp.ReferenceOTU2314	otu	8.1429	NA	8.1429	otu
New.CleanUp.ReferenceOTU638	otu	6.1907	p__Planctomycetes	6.1907	otu
2660671	otu	14.1134	p__Euryarchaeota	14.1134	otu
New.CleanUp.ReferenceOTU1359	otu	4.5252	p__Euryarchaeota	4.5252	otu
New.CleanUp.ReferenceOTU3218	otu	4.8188	p__Chloroflexi	4.8188	otu
New.CleanUp.ReferenceOTU130	otu	4.2033	p__Chloroflexi	4.2033	otu
New.CleanUp.ReferenceOTU131	otu	3.5176	p__Actinobacteria	3.5176	otu
New.CleanUp.ReferenceOTU3130	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU3132	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU644	otu	2.9943	p__Chloroflexi	2.9943	otu
New.CleanUp.ReferenceOTU642	otu	6.3262	NA	6.3262	otu
New.CleanUp.ReferenceOTU1999	otu	4.485	p__Chloroflexi	4.485	otu
New.CleanUp.ReferenceOTU1990	otu	4.3866	NA	4.3866	otu
New.CleanUp.ReferenceOTU1991	otu	7.8089	p__Cyanobacteria	7.8089	otu
New.CleanUp.ReferenceOTU2406	otu	4.485	NA	4.485	otu
New.CleanUp.ReferenceOTU2401	otu	3.1051	p__Chloroflexi	3.1051	otu
New.CleanUp.ReferenceOTU526	otu	16.4092	p__Euryarchaeota	16.4092	otu
401798	otu	30.8382	p__Actinobacteria	30.8382	otu
New.CleanUp.ReferenceOTU2409	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU43	otu	26.0587	p__Chloroflexi	26.0587	otu
New.CleanUp.ReferenceOTU3646	otu	5.7532	p__Chloroflexi	5.7532	otu
New.CleanUp.ReferenceOTU2533	otu	4.7089	p__Cyanobacteria	4.7089	otu
New.CleanUp.ReferenceOTU2531	otu	10.3924	p__Cyanobacteria	10.3924	otu
New.CleanUp.ReferenceOTU2537	otu	3.5836	p__Cyanobacteria	3.5836	otu
673883	otu	26.7212	p__Actinobacteria	26.7212	otu
263308	otu	24.5378	p__Actinobacteria	24.5378	otu
New.CleanUp.ReferenceOTU3041	otu	2.6959	p__Cyanobacteria	2.6959	otu
New.CleanUp.ReferenceOTU1570	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU546	otu	3.0576	p__Chloroflexi	3.0576	otu
New.CleanUp.ReferenceOTU543	otu	6.9364	p__Chloroflexi	6.9364	otu
New.CleanUp.ReferenceOTU542	otu	10.6502	p__Euryarchaeota	10.6502	otu
New.CleanUp.ReferenceOTU1578	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU549	otu	20.9564	p__Euryarchaeota	20.9564	otu
New.CleanUp.ReferenceOTU548	otu	3.2064	p__Euryarchaeota	3.2064	otu
New.CleanUp.ReferenceOTU2629	otu	3.1051	p__Planctomycetes	3.1051	otu
4417388	otu	10.286	p__Actinobacteria	10.286	otu
New.CleanUp.ReferenceOTU2623	otu	4.1666	p__Actinobacteria	4.1666	otu
New.CleanUp.ReferenceOTU141	otu	6.0005	p__Cyanobacteria	6.0005	otu
New.CleanUp.ReferenceOTU140	otu	7.31	NA	7.31	otu
New.CleanUp.ReferenceOTU63	otu	10.3591	p__Chloroflexi	10.3591	otu
New.CleanUp.ReferenceOTU142	otu	7.8595	NA	7.8595	otu
New.CleanUp.ReferenceOTU3596	otu	2.6959	p__Gemmatimonadetes	2.6959	otu
New.CleanUp.ReferenceOTU64	otu	18.4003	NA	18.4003	otu
New.CleanUp.ReferenceOTU67	otu	11.4209	p__Armatimonadetes	11.4209	otu
New.CleanUp.ReferenceOTU66	otu	16.227	p__Actinobacteria	16.227	otu
New.CleanUp.ReferenceOTU149	otu	3.9683	p__Proteobacteria	3.9683	otu
New.CleanUp.ReferenceOTU148	otu	20.9313	NA	20.9313	otu
224486	otu	4.8188	p__Cyanobacteria	4.8188	otu
New.CleanUp.ReferenceOTU1373	otu	5.4935	p__Euryarchaeota	5.4935	otu
New.CleanUp.ReferenceOTU1375	otu	3.2943	p__Euryarchaeota	3.2943	otu
New.CleanUp.ReferenceOTU1377	otu	4.2189	p__Euryarchaeota	4.2189	otu
New.CleanUp.ReferenceOTU3666	otu	4.0258	p__Cyanobacteria	4.0258	otu
New.CleanUp.ReferenceOTU3469	otu	4.2878	p__Chloroflexi	4.2878	otu
New.CleanUp.ReferenceOTU3464	otu	4.2878	p__Cyanobacteria	4.2878	otu
New.CleanUp.ReferenceOTU1204	otu	4.2878	p__Chloroflexi	4.2878	otu
New.CleanUp.ReferenceOTU1759	otu	4.3442	p__Chloroflexi	4.3442	otu
New.CleanUp.ReferenceOTU2889	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU1751	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU1208	otu	4.0678	p__Actinobacteria	4.0678	otu
New.CleanUp.ReferenceOTU1196	otu	7.8442	p__Chloroflexi	7.8442	otu
New.CleanUp.ReferenceOTU1197	otu	2.9943	p__Armatimonadetes	2.9943	otu
New.CleanUp.ReferenceOTU1190	otu	8.3276	p__Chloroflexi	8.3276	otu
New.CleanUp.ReferenceOTU438	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU431	otu	12.4161	p__Euryarchaeota	12.4161	otu
New.CleanUp.ReferenceOTU433	otu	14.9786	p__Euryarchaeota	14.9786	otu
New.CleanUp.ReferenceOTU432	otu	6.5605	p__Euryarchaeota	6.5605	otu
New.CleanUp.ReferenceOTU329	otu	4.7892	p__Euryarchaeota	4.7892	otu
New.CleanUp.ReferenceOTU328	otu	13.6133	p__Euryarchaeota	13.6133	otu
New.CleanUp.ReferenceOTU2957	otu	5.3711	NA	5.3711	otu
New.CleanUp.ReferenceOTU456	otu	13.0211	p__Euryarchaeota	13.0211	otu
New.CleanUp.ReferenceOTU2958	otu	4.8188	p__Gemmatimonadetes	4.8188	otu
New.CleanUp.ReferenceOTU1682	otu	17.3583	p__Euryarchaeota	17.3583	otu
New.CleanUp.ReferenceOTU893	otu	10.949	p__Chloroflexi	10.949	otu
New.CleanUp.ReferenceOTU2900	otu	4.0258	p__Actinobacteria	4.0258	otu
New.CleanUp.ReferenceOTU1686	otu	5.859	p__Euryarchaeota	5.859	otu
New.CleanUp.ReferenceOTU2088	otu	3.1051	p__Chloroflexi	3.1051	otu
1123837	otu	13.733	p__Actinobacteria	13.733	otu
New.CleanUp.ReferenceOTU351	otu	13.2794	p__Euryarchaeota	13.2794	otu
New.CleanUp.ReferenceOTU2083	otu	4.7513	p__Cyanobacteria	4.7513	otu
1081618	otu	7.0825	p__Actinobacteria	7.0825	otu
New.CleanUp.ReferenceOTU2086	otu	4.3228	p__Chloroflexi	4.3228	otu
4317201	otu	6.6728	p__Armatimonadetes	6.6728	otu
New.CleanUp.ReferenceOTU2834	otu	4.485	p__Cyanobacteria	4.485	otu
219818	otu	4.8188	p__Actinobacteria	4.8188	otu
702683	otu	16.8758	p__Cyanobacteria	16.8758	otu
New.CleanUp.ReferenceOTU3916	otu	4.7089	p__Actinobacteria	4.7089	otu
New.CleanUp.ReferenceOTU1963	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU3869	otu	2.947	p__Cyanobacteria	2.947	otu
New.CleanUp.ReferenceOTU1965	otu	4.485	p__Cyanobacteria	4.485	otu
New.CleanUp.ReferenceOTU4048	otu	2.947	p__Cyanobacteria	2.947	otu
4387971	otu	15.6352	p__Proteobacteria	15.6352	otu
New.CleanUp.ReferenceOTU1951	otu	3.0576	p__Actinobacteria	3.0576	otu
New.CleanUp.ReferenceOTU2322	otu	5.3213	p__Cyanobacteria	5.3213	otu
New.CleanUp.ReferenceOTU2323	otu	3.1051	p__Cyanobacteria	3.1051	otu
New.CleanUp.ReferenceOTU2329	otu	4.485	p__Chloroflexi	4.485	otu
633056	otu	8.7786	p__Euryarchaeota	8.7786	otu
549954	otu	16.8353	p__Chloroflexi	16.8353	otu
New.CleanUp.ReferenceOTU3266	otu	9.8213	p__Cyanobacteria	9.8213	otu
New.CleanUp.ReferenceOTU3267	otu	4.0258	p__Chloroflexi	4.0258	otu
4463047	otu	18.1206	p__Proteobacteria	18.1206	otu
New.CleanUp.ReferenceOTU3122	otu	9.6448	p__Gemmatimonadetes	9.6448	otu
4333666	otu	3.3528	p__Bacteroidetes	3.3528	otu
New.CleanUp.ReferenceOTU1989	otu	3.6331	p__Cyanobacteria	3.6331	otu
New.CleanUp.ReferenceOTU3045	otu	2.6959	p__Actinobacteria	2.6959	otu
4413720	otu	3.8776	p__Chloroflexi	3.8776	otu
New.CleanUp.ReferenceOTU1984	otu	6.9859	p__Cyanobacteria	6.9859	otu
New.CleanUp.ReferenceOTU1982	otu	5.5927	p__Cyanobacteria	5.5927	otu
New.CleanUp.ReferenceOTU1981	otu	4.7874	p__Chloroflexi	4.7874	otu
New.CleanUp.ReferenceOTU2432	otu	7.7573	p__Actinobacteria	7.7573	otu
New.CleanUp.ReferenceOTU2433	otu	6.1627	p__Actinobacteria	6.1627	otu
New.CleanUp.ReferenceOTU2430	otu	6.6907	p__Cyanobacteria	6.6907	otu
New.CleanUp.ReferenceOTU1645	otu	3.7383	p__Euryarchaeota	3.7383	otu
New.CleanUp.ReferenceOTU851	otu	2.9943	p__Planctomycetes	2.9943	otu
New.CleanUp.ReferenceOTU3691	otu	4.0258	p__Cyanobacteria	4.0258	otu
New.CleanUp.ReferenceOTU3695	otu	4.0258	p__Chloroflexi	4.0258	otu
New.CleanUp.ReferenceOTU3697	otu	4.0258	p__Actinobacteria	4.0258	otu
1119031	otu	24.0555	p__Actinobacteria	24.0555	otu
New.CleanUp.ReferenceOTU856	otu	5.27	p__Chloroflexi	5.27	otu
New.CleanUp.ReferenceOTU3056	otu	2.6959	NA	2.6959	otu
New.CleanUp.ReferenceOTU2507	otu	4.485	p__Actinobacteria	4.485	otu
3334378	otu	2.947	p__Actinobacteria	2.947	otu
