#Sample	OTU	Abundance
IGNIMBRITE.1.NULL.4	1143172	7.4958
IGNIMBRITE.1.NULL.4	4325519	6.1415
IGNIMBRITE.1.NULL.4	554361	3.9683
IGNIMBRITE.1.NULL.4	203418	3.9683
IGNIMBRITE.1.NULL.4	587534	2.2213
IGNIMBRITE.1.NULL.4	446213	4.7356
IGNIMBRITE.1.NULL.4	1032653	5.6034
IGNIMBRITE.1.NULL.4	825937	3.5836
IGNIMBRITE.1.NULL.4	4329857	3.5836
IGNIMBRITE.1.NULL.4	4371107	2.2213
IGNIMBRITE.1.NULL.4	833324	2.2213
IGNIMBRITE.1.NULL.4	1131309	3.0576
IGNIMBRITE.1.NULL.4	401798	4.2717
IGNIMBRITE.1.NULL.4	4481011	3.0576
IGNIMBRITE.1.NULL.4	673883	3.9683
IGNIMBRITE.1.NULL.4	263308	2.2213
IGNIMBRITE.1.NULL.4	2025460	3.5836
IGNIMBRITE.1.NULL.4	808533	3.9683
IGNIMBRITE.1.NULL.4	4482713	5.6034
IGNIMBRITE.1.NULL.4	823523	11.126
IGNIMBRITE.1.NULL.4	4483596	2.2213
IGNIMBRITE.1.NULL.4	828826	7.3736
IGNIMBRITE.1.NULL.4	274150	3.5836
IGNIMBRITE.1.NULL.4	4452899	4.5222
IGNIMBRITE.1.NULL.4	1119224	3.0576
IGNIMBRITE.1.NULL.4	549954	2.2213
IGNIMBRITE.1.NULL.4	4448321	5.0861
IGNIMBRITE.1.NULL.4	4463047	6.0647
IGNIMBRITE.1.NULL.4	4359064	3.5836
IGNIMBRITE.1.NULL.4	1115272	2.2213
IGNIMBRITE.1.NULL.4	128300	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2802	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU420	5.0861
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1654	5.8974
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2020	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2023	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3994	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2111	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2231	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2235	5.7082
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2213	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1907	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1905	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1903	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2583	5.2338
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2219	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3745	5.4904
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2648	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2642	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2768	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1580	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU228	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU138	5.6034
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1019	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1650	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2160	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU79	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU515	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1937	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1938	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2596	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2354	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2682	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2578	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2575	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2571	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU253	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2777	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU105	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU107	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU106	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU100	5.8974
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU103	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1339	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU368	4.7356
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU363	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2172	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1921	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2114	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU662	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2549	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2783	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU543	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU591	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU98	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU116	5.0861
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU96	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU372	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU203	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU382	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3893	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1958	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2202	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1951	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2377	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2372	5.7082
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU147	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU0	12.818
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU119	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU296	6.1415
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU91	5.8059
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU93	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1322	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2551	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2793	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1083	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU565	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1248	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU86	6.2145
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1311	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1797	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1795	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1778	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1976	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1948	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2308	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU871	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2513	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU48	8.1071
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2410	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2419	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1912	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2528	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2529	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU578	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU76	5.9835
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU74	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU174	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1784	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1787	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU194	5.9835
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1763	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU402	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU523	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2098	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3927	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2257	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1972	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU188	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2314	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU122	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1991	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2409	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2533	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2531	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2537	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU546	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1999	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1715	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2406	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1750	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1190	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU453	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2834	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3916	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1965	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU522	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2322	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3266	5.2338
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU911	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2432	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2430	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1640	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2507	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU153	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU58	4.7356
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU159	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1366	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1364	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2433	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU4129	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3901	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU60	5.2338
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU149	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2650	4.9214
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2517	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU43	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU42	5.7082
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU41	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU40	7.2048
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU47	6.0647
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU46	7.3414
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU45	6.9293
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2602	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1341	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1426	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1646	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2196	5.2338
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2192	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU5	9.6627
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU8	4.9214
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1464	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2458	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2452	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1963	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2498	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU448	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU38	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU30	4.7356
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2658	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1759	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2395	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1727	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU190	5.0861
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1556	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1350	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2078	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2073	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU518	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU450	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU167	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU166	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU84	7.4958
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU163	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU81	5.4904
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1869	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1866	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1860	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1861	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1862	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU20	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU22	5.8059
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2669	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1407	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2711	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2844	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2840	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU273	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1663	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1660	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1386	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU605	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2066	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU421	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2470	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2479	5.2338
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU424	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2274	6.0647
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2272	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2386	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2387	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU791	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU14	5.8974
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU18	9.1045
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU265	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2494	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3707	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU64	6.5885
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2576	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1416	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1411	3.9683
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1674	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1670	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1673	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU168	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2017	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU629	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2122	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU663	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2260	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2268	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU570	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU533	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2390	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1840	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1844	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU152	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU472	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2489	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2488	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2487	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2486	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2484	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2647	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU255	4.5222
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU254	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU251	4.9214
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1465	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2329	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1115	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1289	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2001	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU408	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2252	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1854	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU210	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1388	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU3226	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1472	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1476	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU399	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU391	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU392	3.5836
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2819	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU485	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU252	4.2717
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU935	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2038	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2105	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU90	4.9214
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2242	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU727	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2752	3.0576
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU2391	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU128	2.2213
IGNIMBRITE.1.NULL.4	New.CleanUp.ReferenceOTU1448	2.2213
LUNA.1.NULL.1	254635	2.1229
LUNA.1.NULL.1	3674693	2.1229
LUNA.1.NULL.1	1104521	5.2446
LUNA.1.NULL.1	4355925	2.947
LUNA.1.NULL.1	537516	2.1229
LUNA.1.NULL.1	4470065	2.1229
LUNA.1.NULL.1	256163	2.1229
LUNA.1.NULL.1	4349733	3.4682
LUNA.1.NULL.1	4349732	2.1229
LUNA.1.NULL.1	4349731	5.367
LUNA.1.NULL.1	982282	3.4682
LUNA.1.NULL.1	4429835	2.1229
LUNA.1.NULL.1	3505032	2.1229
LUNA.1.NULL.1	562741	2.1229
LUNA.1.NULL.1	818665	2.1229
LUNA.1.NULL.1	1080641	2.947
LUNA.1.NULL.1	809392	6.6678
LUNA.1.NULL.1	4435518	2.947
LUNA.1.NULL.1	111050	2.1229
LUNA.1.NULL.1	202381	2.1229
LUNA.1.NULL.1	4439227	2.1229
LUNA.1.NULL.1	649518	6.3494
LUNA.1.NULL.1	2020092	8.5706
LUNA.1.NULL.1	511572	4.4015
LUNA.1.NULL.1	2053922	9.7539
LUNA.1.NULL.1	1822603	2.1229
LUNA.1.NULL.1	217548	2.1229
LUNA.1.NULL.1	1119470	4.7994
LUNA.1.NULL.1	4480958	2.1229
LUNA.1.NULL.1	704830	2.1229
LUNA.1.NULL.1	4458424	2.1229
LUNA.1.NULL.1	266995	5.8591
LUNA.1.NULL.1	63126	2.1229
LUNA.1.NULL.1	146122	2.1229
LUNA.1.NULL.1	240137	2.947
LUNA.1.NULL.1	86556	7.4274
LUNA.1.NULL.1	4024547	4.4015
LUNA.1.NULL.1	4391816	2.1229
LUNA.1.NULL.1	510184	5.1109
LUNA.1.NULL.1	1120543	2.947
LUNA.1.NULL.1	554361	3.8503
LUNA.1.NULL.1	748601	2.1229
LUNA.1.NULL.1	4004072	5.4798
LUNA.1.NULL.1	203418	5.5844
LUNA.1.NULL.1	587534	4.7994
LUNA.1.NULL.1	1128503	4.4015
LUNA.1.NULL.1	817451	2.1229
LUNA.1.NULL.1	764838	2.947
LUNA.1.NULL.1	243579	2.1229
LUNA.1.NULL.1	4329857	4.1521
LUNA.1.NULL.1	809239	2.947
LUNA.1.NULL.1	4455576	2.1229
LUNA.1.NULL.1	4714	2.1229
LUNA.1.NULL.1	162202	10.672
LUNA.1.NULL.1	4414336	5.2446
LUNA.1.NULL.1	568698	9.9029
LUNA.1.NULL.1	4360288	2.947
LUNA.1.NULL.1	1081618	2.1229
LUNA.1.NULL.1	11439	2.947
LUNA.1.NULL.1	401798	7.1491
LUNA.1.NULL.1	4374807	4.4015
LUNA.1.NULL.1	2739096	2.947
LUNA.1.NULL.1	773538	4.6141
LUNA.1.NULL.1	250371	2.947
LUNA.1.NULL.1	673883	4.6141
LUNA.1.NULL.1	263308	4.4015
LUNA.1.NULL.1	4417388	4.7994
LUNA.1.NULL.1	2025460	5.7732
LUNA.1.NULL.1	224486	2.1229
LUNA.1.NULL.1	808533	9.5365
LUNA.1.NULL.1	675211	4.9635
LUNA.1.NULL.1	4482713	2.947
LUNA.1.NULL.1	4391116	2.947
LUNA.1.NULL.1	1123837	2.947
LUNA.1.NULL.1	4310319	3.8503
LUNA.1.NULL.1	4317201	3.4682
LUNA.1.NULL.1	1000512	2.1229
LUNA.1.NULL.1	1639771	2.947
LUNA.1.NULL.1	4483596	2.1229
LUNA.1.NULL.1	219818	2.1229
