#Sample	OTU	Abundance
LUNA.1.NULL.1	702683	6.7146
LUNA.1.NULL.1	3956477	4.1521
LUNA.1.NULL.1	828826	6.9284
LUNA.1.NULL.1	1100123	4.1521
LUNA.1.NULL.1	4465158	2.1229
LUNA.1.NULL.1	4452899	4.4015
LUNA.1.NULL.1	4353338	2.1229
LUNA.1.NULL.1	1119224	5.5844
LUNA.1.NULL.1	822489	4.1521
LUNA.1.NULL.1	549954	5.367
LUNA.1.NULL.1	4448321	2.947
LUNA.1.NULL.1	4463047	2.1229
LUNA.1.NULL.1	824845	2.1229
LUNA.1.NULL.1	1110235	5.7732
LUNA.1.NULL.1	4466061	2.1229
LUNA.1.NULL.1	1119031	4.4015
LUNA.1.NULL.1	811403	6.2887
LUNA.1.NULL.1	3334378	2.947
LUNA.1.NULL.1	1107148	2.1229
LUNA.1.NULL.1	1115272	7.0793
LUNA.1.NULL.1	166076	3.8503
LUNA.1.NULL.1	4356578	2.1229
LUNA.1.NULL.1	128300	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2933	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4194	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU903	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU830	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU985	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3373	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3747	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3744	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3180	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3186	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU647	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2769	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2765	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2760	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1057	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU134	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU139	4.6141
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU866	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU642	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2900	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU735	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4039	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU178	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU179	5.6819
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU764	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3221	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3175	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3170	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3083	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3084	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU104	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU101	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU102	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU109	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU108	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3554	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2918	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU656	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU140	4.6141
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3318	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3765	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2860	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU662	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3164	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4296	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3541	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU110	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU111	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU117	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU96	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU758	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU202	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU201	5.2446
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU129	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2968	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2964	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2967	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU616	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1034	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3622	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3306	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU667	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2371	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3239	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3236	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3235	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3233	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU92	7.5616
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3158	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU88	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU85	5.1109
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU164	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU83	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU82	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU161	4.6141
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU80	5.367
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU769	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU780	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU786	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2971	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3849	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU970	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3184	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3208	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3205	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1177	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU671	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4256	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU72	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU71	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU74	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU75	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU175	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU176	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU177	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU170	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU171	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU172	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU173	4.6141
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU194	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU958	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU957	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4077	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU143	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4103	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU145	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU49	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU724	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU186	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU122	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3218	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3130	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU133	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU137	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1990	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU123	4.7994
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU66	4.7994
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3666	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3469	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3464	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1204	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1207	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1196	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3419	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2861	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3267	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3122	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU852	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3691	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3695	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3697	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3584	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU56	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1364	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3471	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2989	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2986	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4123	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU141	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU63	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU62	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU65	5.2446
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU144	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU148	5.8591
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3112	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU243	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU240	5.4798
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU241	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU244	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3546	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3595	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4267	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU43	5.4798
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU41	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU44	6.4635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3450	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU185	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU638	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU183	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3646	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3644	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4048	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4042	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3805	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU12	10.252
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU6	10.038
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU7	9.9721
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2	9.2958
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU613	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU8	9.3487
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3244	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2957	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3103	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2958	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU33	5.4798
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1759	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU198	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU199	5.1109
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3494	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2852	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3367	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3101	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3102	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3570	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2899	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU127	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3639	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2995	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU165	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3000	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU29	7.7756
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3715	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU136	5.5844
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1407	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3532	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3431	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4158	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3091	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU67	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU893	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU953	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU791	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU11	9.2166
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU14	8.1945
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU16	7.5094
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3703	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3869	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2872	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2873	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2870	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3521	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4093	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1243	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3659	4.4015
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3028	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1840	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3732	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU192	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU193	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3608	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU1066	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2854	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU191	4.9635
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU197	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2869	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4170	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU195	4.1521
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3515	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3420	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3288	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU966	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU960	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3228	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU4269	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3589	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU2927	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3222	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU52	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3678	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3405	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU180	3.4682
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3843	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3198	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3196	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU3195	2.947
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU237	3.8503
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU236	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU238	2.1229
LUNA.1.NULL.1	New.CleanUp.ReferenceOTU128	5.1109
LUNA.2.NULL.2	3674693	2.6959
LUNA.2.NULL.2	1104521	4.6813
LUNA.2.NULL.2	1032520	3.2046
LUNA.2.NULL.2	172222	2.6959
LUNA.2.NULL.2	4355925	3.2046
LUNA.2.NULL.2	4433511	2.6959
LUNA.2.NULL.2	4482374	1.9029
LUNA.2.NULL.2	537516	1.9029
LUNA.2.NULL.2	828305	1.9029
LUNA.2.NULL.2	4470065	4.9606
LUNA.2.NULL.2	256163	4.5184
LUNA.2.NULL.2	653788	2.6959
LUNA.2.NULL.2	4337729	1.9029
LUNA.2.NULL.2	4349733	3.2046
LUNA.2.NULL.2	4349732	1.9029
LUNA.2.NULL.2	4349731	6.3784
LUNA.2.NULL.2	982282	2.6959
LUNA.2.NULL.2	4429835	3.2046
LUNA.2.NULL.2	4452900	2.6959
LUNA.2.NULL.2	562741	1.9029
LUNA.2.NULL.2	818665	2.6959
LUNA.2.NULL.2	112959	2.6959
LUNA.2.NULL.2	1080641	1.9029
LUNA.2.NULL.2	809392	7.3934
LUNA.2.NULL.2	4435518	4.1242
LUNA.2.NULL.2	111050	1.9029
LUNA.2.NULL.2	202381	3.2046
LUNA.2.NULL.2	1114113	1.9029
LUNA.2.NULL.2	649518	6.0608
LUNA.2.NULL.2	2020092	8.9647
LUNA.2.NULL.2	511572	3.8776
LUNA.2.NULL.2	2053922	8.806
LUNA.2.NULL.2	1822603	1.9029
LUNA.2.NULL.2	217548	2.6959
LUNA.2.NULL.2	1119470	5.5721
LUNA.2.NULL.2	4480958	4.1242
LUNA.2.NULL.2	589372	2.6959
LUNA.2.NULL.2	4458424	1.9029
LUNA.2.NULL.2	266995	6.3301
LUNA.2.NULL.2	63126	1.9029
LUNA.2.NULL.2	864395	1.9029
LUNA.2.NULL.2	168709	1.9029
LUNA.2.NULL.2	86556	7.8526
LUNA.2.NULL.2	4024547	4.6813
LUNA.2.NULL.2	4391816	1.9029
LUNA.2.NULL.2	510184	4.3347
LUNA.2.NULL.2	4371629	1.9029
LUNA.2.NULL.2	1120543	3.2046
LUNA.2.NULL.2	554361	4.5184
LUNA.2.NULL.2	203418	6.1188
LUNA.2.NULL.2	587534	4.6813
LUNA.2.NULL.2	1128503	4.8277
LUNA.2.NULL.2	817451	3.2046
LUNA.2.NULL.2	764838	2.6959
LUNA.2.NULL.2	243579	1.9029
LUNA.2.NULL.2	4329857	5.7294
LUNA.2.NULL.2	831377	1.9029
LUNA.2.NULL.2	4714	2.6959
LUNA.2.NULL.2	162202	9.1431
LUNA.2.NULL.2	4469401	1.9029
LUNA.2.NULL.2	833324	1.9029
LUNA.2.NULL.2	4414336	6.5143
LUNA.2.NULL.2	256447	1.9029
LUNA.2.NULL.2	226516	1.9029
LUNA.2.NULL.2	568698	8.3165
LUNA.2.NULL.2	4360288	3.2046
LUNA.2.NULL.2	1081618	2.6959
LUNA.2.NULL.2	11439	1.9029
LUNA.2.NULL.2	4333805	1.9029
LUNA.2.NULL.2	831877	1.9029
LUNA.2.NULL.2	401798	7.0794
LUNA.2.NULL.2	4481011	1.9029
LUNA.2.NULL.2	4374807	3.58
LUNA.2.NULL.2	799959	1.9029
LUNA.2.NULL.2	2739096	1.9029
LUNA.2.NULL.2	1110437	1.9029
LUNA.2.NULL.2	773538	5.5721
LUNA.2.NULL.2	673883	6.0003
LUNA.2.NULL.2	263308	4.5184
LUNA.2.NULL.2	4417388	5.4866
LUNA.2.NULL.2	2025460	4.5184
LUNA.2.NULL.2	224486	2.6959
LUNA.2.NULL.2	808533	10.142
LUNA.2.NULL.2	675211	4.5184
LUNA.2.NULL.2	974497	1.9029
LUNA.2.NULL.2	4391116	3.2046
LUNA.2.NULL.2	114146	1.9029
LUNA.2.NULL.2	823523	1.9029
LUNA.2.NULL.2	3077248	3.2046
LUNA.2.NULL.2	4363069	3.2046
LUNA.2.NULL.2	1123837	4.5184
LUNA.2.NULL.2	4465330	2.6959
LUNA.2.NULL.2	4317201	3.2046
LUNA.2.NULL.2	837092	3.2046
LUNA.2.NULL.2	1000512	2.6959
LUNA.2.NULL.2	4483596	3.2046
LUNA.2.NULL.2	219818	2.6959
LUNA.2.NULL.2	702683	4.3347
LUNA.2.NULL.2	3956477	2.6959
LUNA.2.NULL.2	828826	7.6112
LUNA.2.NULL.2	274150	1.9029
LUNA.2.NULL.2	1100123	1.9029
LUNA.2.NULL.2	4465158	2.6959
LUNA.2.NULL.2	4452899	4.8277
LUNA.2.NULL.2	4353338	1.9029
LUNA.2.NULL.2	637301	2.6959
LUNA.2.NULL.2	1119224	5.1944
LUNA.2.NULL.2	822489	3.2046
LUNA.2.NULL.2	549954	5.7294
LUNA.2.NULL.2	4448321	2.6959
LUNA.2.NULL.2	824845	3.58
LUNA.2.NULL.2	4413720	3.8776
LUNA.2.NULL.2	1110235	6.4251
LUNA.2.NULL.2	4466061	3.2046
LUNA.2.NULL.2	1119031	3.8776
LUNA.2.NULL.2	559753	3.58
LUNA.2.NULL.2	811403	5.0822
LUNA.2.NULL.2	766214	3.2046
LUNA.2.NULL.2	1107148	1.9029
LUNA.2.NULL.2	1115272	6.8588
LUNA.2.NULL.2	166076	3.2046
LUNA.2.NULL.2	3230031	2.6959
LUNA.2.NULL.2	4371349	1.9029
LUNA.2.NULL.2	4356578	2.6959
LUNA.2.NULL.2	128300	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2933	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU903	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3373	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3180	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3186	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1135	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU647	3.8776
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2769	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2765	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU228	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU139	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2900	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU731	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU918	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU178	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU179	5.5721
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3221	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3170	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU720	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3082	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3083	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3084	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3085	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3089	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU104	4.6813
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU101	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU102	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU109	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU108	4.9606
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3554	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU745	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2918	4.5184
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2910	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU656	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU140	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3318	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2860	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2863	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU662	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU713	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3164	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2781	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3541	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU110	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU111	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU117	4.5184
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU96	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU115	3.2046
