#NodeID	NodeType	Abundance	k	p	c	o	f
New.CleanUp.ReferenceOTU2319	otu	6.4579	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2313	otu	3.3528	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2314	otu	8.1429	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU184	otu	7.1384	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU187	otu	7.6722	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU186	otu	6.8478	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU122	otu	18.3865	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU182	otu	3.6331	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae
New.CleanUp.ReferenceOTU3218	otu	4.8188	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__
New.CleanUp.ReferenceOTU130	otu	4.2033	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU131	otu	3.5176	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU3130	otu	4.0258	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3132	otu	2.6959	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU133	otu	9.1057	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU135	otu	3.5176	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101	f__
New.CleanUp.ReferenceOTU1457	otu	7.2188	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU137	otu	9.5161	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU1990	otu	4.3866	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1991	otu	7.8089	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1459	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2401	otu	3.1051	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU2409	otu	4.485	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1514	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU801	otu	3.5176	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2533	otu	4.7089	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2531	otu	10.3924	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2537	otu	3.5836	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1717	otu	6.767	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3045	otu	2.6959	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae
New.CleanUp.ReferenceOTU3041	otu	2.6959	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU123	otu	8.9236	k__Bacteria	p__Chloroflexi	c__Gitt-GS-136	o__	f__
New.CleanUp.ReferenceOTU1570	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU546	otu	3.0576	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU542	otu	10.6502	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1578	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU549	otu	20.9564	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU548	otu	3.2064	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1999	otu	4.485	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU1715	otu	3.5836	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU2623	otu	4.1666	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU61	otu	26.2788	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3596	otu	2.6959	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__	f__
New.CleanUp.ReferenceOTU66	otu	16.227	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae
New.CleanUp.ReferenceOTU69	otu	6.403	k__Bacteria	p__Chloroflexi	c__Ellin6529	o__	f__
New.CleanUp.ReferenceOTU68	otu	12.0455	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1373	otu	5.4935	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1375	otu	3.2943	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1377	otu	4.2189	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2406	otu	4.485	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU3666	otu	4.0258	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU3469	otu	4.2878	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU3464	otu	4.2878	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1204	otu	4.2878	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU1207	otu	4.2878	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU1750	otu	3.5836	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU1751	otu	3.7383	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1208	otu	4.0678	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae
New.CleanUp.ReferenceOTU1196	otu	7.8442	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU1190	otu	8.3276	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU1198	otu	2.9943	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU433	otu	14.9786	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU432	otu	6.5605	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU329	otu	4.7892	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1638	otu	4.2868	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1682	otu	17.3583	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1686	otu	5.859	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU453	otu	6.232	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2088	otu	3.1051	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU351	otu	13.2794	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2083	otu	4.7513	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1632	otu	3.9245	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2834	otu	4.485	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3916	otu	4.7089	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Frankiaceae
New.CleanUp.ReferenceOTU3419	otu	4.8499	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU644	otu	2.9943	k__Bacteria	p__Chloroflexi	c__	o__	f__
New.CleanUp.ReferenceOTU1965	otu	4.485	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU449	otu	7.6628	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU522	otu	4.485	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2208	otu	3.3528	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2322	otu	5.3213	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2323	otu	3.1051	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU652	otu	2.9943	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2861	otu	4.0258	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU3266	otu	9.8213	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3267	otu	4.0258	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU1124	otu	10.6183	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3122	otu	9.6448	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__	f__
New.CleanUp.ReferenceOTU911	otu	5.3213	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1121	otu	9.8965	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1120	otu	5.3713	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA
New.CleanUp.ReferenceOTU1989	otu	3.6331	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1982	otu	5.5927	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU1981	otu	4.7874	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU2432	otu	7.7573	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU2430	otu	6.6907	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU577	otu	3.2064	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU852	otu	5.6405	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU851	otu	2.9943	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Isosphaeraceae
New.CleanUp.ReferenceOTU3691	otu	4.0258	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU3695	otu	4.0258	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3697	otu	4.0258	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae
New.CleanUp.ReferenceOTU1640	otu	3.5836	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU404	otu	3.7383	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3056	otu	2.6959	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2507	otu	4.485	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU3584	otu	4.0258	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3582	otu	2.6959	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU121	otu	13.2424	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2753	otu	3.1051	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2613	otu	3.1051	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU54	otu	6.6229	k__Bacteria	p__Chloroflexi	c__[Thermobacula]	o__[Thermobaculales]	f__[Thermobaculaceae]
New.CleanUp.ReferenceOTU55	otu	22.2521	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU56	otu	18.7788	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101	f__
New.CleanUp.ReferenceOTU57	otu	32.5569	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU50	otu	7.1685	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU153	otu	8.1499	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU150	otu	6.8022	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae
New.CleanUp.ReferenceOTU151	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU58	otu	14.5592	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU59	otu	7.203	k__Bacteria	p__Armatimonadetes	c__Armatimonadia	o__Armatimonadales	f__Armatimonadaceae
New.CleanUp.ReferenceOTU158	otu	6.4685	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU159	otu	4.5222	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__
New.CleanUp.ReferenceOTU1369	otu	10.0779	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1368	otu	5.3451	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1363	otu	9.1533	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1360	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1367	otu	11.541	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1366	otu	5.8473	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1365	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1364	otu	11.3641	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU559	otu	5.3713	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1569	otu	5.2769	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU552	otu	3.2064	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU555	otu	5.6491	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1571	otu	6.6719	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3471	otu	4.2878	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1740	otu	3.7383	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1742	otu	5.6549	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU1219	otu	2.9943	k__Bacteria	p__Acidobacteria	c__[Chloracidobacteria]	o__RB41	f__
New.CleanUp.ReferenceOTU1187	otu	2.9943	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU338	otu	16.5239	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU884	otu	5.258	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU333	otu	15.5808	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2989	otu	6.1516	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU2986	otu	4.8188	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU2433	otu	6.1627	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU4129	otu	3.0576	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2629	otu	3.1051	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae
New.CleanUp.ReferenceOTU4123	otu	2.947	k__Bacteria	p__Cyanobacteria	c__Synechococcophycideae	o__Synechococcales	f__Acaryochloridaceae
New.CleanUp.ReferenceOTU2187	otu	3.3528	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2185	otu	3.3528	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2189	otu	3.3528	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3901	otu	6.1112	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU141	otu	6.0005	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU60	otu	17.5698	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU63	otu	10.3591	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU62	otu	15.2265	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU65	otu	12.4917	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU125	otu	31.8731	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU144	otu	9.866	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3877	otu	3.8899	k__Bacteria	p__Cyanobacteria	c__	o__	f__
New.CleanUp.ReferenceOTU146	otu	5.0161	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3879	otu	3.3528	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU3878	otu	4.2805	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU149	otu	3.9683	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae
New.CleanUp.ReferenceOTU148	otu	20.9313	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2056	otu	4.2805	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2057	otu	3.8899	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU2052	otu	5.5927	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2650	otu	15.2781	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2008	otu	3.1051	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1347	otu	4.5252	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3112	otu	4.0258	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU2425	otu	4.3228	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU124	otu	4.8405	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__	f__
New.CleanUp.ReferenceOTU242	otu	3.2046	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	f__
New.CleanUp.ReferenceOTU243	otu	6.1907	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__
New.CleanUp.ReferenceOTU240	otu	16.6488	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU241	otu	5.6429	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU246	otu	18.5969	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU244	otu	7.8029	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU245	otu	17.7101	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3546	otu	4.8188	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU1483	otu	3.8294	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU249	otu	16.51	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU3595	otu	4.8499	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3062	otu	4.8277	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__AKIW781	f__
New.CleanUp.ReferenceOTU3061	otu	2.6959	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae
New.CleanUp.ReferenceOTU3066	otu	2.6959	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU3064	otu	2.6959	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU3068	otu	2.6959	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__	f__
New.CleanUp.ReferenceOTU2517	otu	5.8473	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
New.CleanUp.ReferenceOTU4267	otu	3.4682	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__	f__
New.CleanUp.ReferenceOTU43	otu	26.0587	k__Bacteria	p__Chloroflexi	c__[Thermobacula]	o__[Thermobaculales]	f__[Thermobaculaceae]
New.CleanUp.ReferenceOTU42	otu	13.2865	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__AKYG1722	f__
New.CleanUp.ReferenceOTU41	otu	22.6373	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae
New.CleanUp.ReferenceOTU40	otu	23.3551	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae
New.CleanUp.ReferenceOTU47	otu	16.4467	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__
New.CleanUp.ReferenceOTU46	otu	7.3414	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU45	otu	19.7883	Unassigned	NA	NA	NA	NA
New.CleanUp.ReferenceOTU44	otu	17.9188	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__
New.CleanUp.ReferenceOTU1478	otu	5.2769	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae
New.CleanUp.ReferenceOTU2602	otu	4.485	k__Bacteria	p__Cyanobacteria	c__Oscillatoriophycideae	o__Chroococcales	f__Xenococcaceae
