OTU	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	taxonomy
4470065	2.98661572299229	1.5277154558765	0.871673087113404	1.75262432494689	0.0796665130634203	0.0929187463199913	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__
New.CleanUp.ReferenceOTU296	3.3312252294914	1.61319279073436	0.923172306302791	1.74744495661382	0.0805601849720776	0.0929187463199913	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
New.CleanUp.ReferenceOTU133	3.10148555849199	1.55731722456234	0.891850919126669	1.74616316602254	0.0807826032741034	0.0929187463199913	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
New.CleanUp.ReferenceOTU158	3.3312252294914	1.61319279073436	0.923172306302791	1.74744495661382	0.0805601849720776	0.0929187463199913	Unassigned; NA; NA; NA; NA; NA; NA
New.CleanUp.ReferenceOTU237	2.87174588749259	1.49061848985048	0.854002029742345	1.74545075765241	0.0809064369098023	0.0929187463199913	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
1128503	2.98661572299229	1.52090315107707	0.878276986817733	1.73168963083932	0.0833288378341453	0.0952847145668705	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodobiaceae; NA; NA
New.CleanUp.ReferenceOTU2642	2.98661572299229	1.51880892443863	0.880282539671147	1.72536527307019	0.0844616655100243	0.0961619828101142	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
New.CleanUp.ReferenceOTU2023	2.98661572299229	1.51137566815306	0.887309323744758	1.70332445259847	0.0885073669698866	0.099476228688377	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__AKIW781; f__; g__; s__
New.CleanUp.ReferenceOTU565	2.75687605199288	1.44062715398865	0.845607847545916	1.70365868548829	0.0884448708221769	0.099476228688377	k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU71	2.98661572299229	1.51137566815306	0.887309323744758	1.70332445259847	0.0885073669698868	0.099476228688377	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__AKIW781; f__; g__; s__
4024547	2.87174588749259	1.47288765447257	0.872459969055729	1.68820084211621	0.0913726816340363	0.101519405986284	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__
New.CleanUp.ReferenceOTU2736	2.87174588749259	1.47288765447257	0.872459969055729	1.68820084211621	0.0913726816340363	0.101519405986284	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
New.CleanUp.ReferenceOTU117	2.75687605199288	1.43596563103387	0.850879646562439	1.68762484428342	0.0914832669914427	0.101519405986284	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; NA; NA; NA
New.CleanUp.ReferenceOTU3266	2.87174588749259	1.47132534562356	0.874041898916557	1.68335791161428	0.0923058257794981	0.102001815882387	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
4391116	2.75687605199288	1.43179252321971	0.855536501892449	1.6735609995045	0.0942169087618922	0.10308326856498	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
New.CleanUp.ReferenceOTU105	2.98661572299229	1.49984779871449	0.897930109250365	1.67033913136807	0.0948522851434416	0.10308326856498	Unassigned; NA; NA; NA; NA; NA; NA
New.CleanUp.ReferenceOTU91	2.98661572299229	1.49984779871449	0.897930109250365	1.67033913136807	0.0948522851434416	0.10308326856498	Unassigned; NA; NA; NA; NA; NA; NA
New.CleanUp.ReferenceOTU2078	2.75687605199288	1.43179252321971	0.855536501892449	1.6735609995045	0.0942169087618922	0.10308326856498	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
4371107	2.75687605199288	1.42543642282732	0.862518069664206	1.65264528705151	0.0984030755640672	0.106502094129011	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
New.CleanUp.ReferenceOTU123	2.75687605199288	1.42200715912163	0.866229974795865	1.6416046552265	0.100671962290103	0.10851117246843	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
New.CleanUp.ReferenceOTU100	2.98661572299229	1.48824245808622	0.908293250173458	1.63850436827754	0.101316523553594	0.108545719012152	Unassigned; NA; NA; NA; NA; NA; NA
New.CleanUp.ReferenceOTU2551	2.64200621649318	1.38091128660893	0.844330682656317	1.63551001399653	0.101942177171108	0.108545719012152	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
New.CleanUp.ReferenceOTU2260	2.64200621649318	1.38091128660893	0.844330682656317	1.63551001399653	0.101942177171108	0.108545719012152	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
1114113	2.87174588749259	1.453223115801	0.891869451422812	1.6294123691339	0.103225752056419	0.109469245124347	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
New.CleanUp.ReferenceOTU251	2.64200621649318	1.377381390889	0.848530325724378	1.62325535002317	0.104534830071373	0.110412290396671	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
New.CleanUp.ReferenceOTU103	2.64200621649318	1.37426850447147	0.852195073896649	1.61262197654775	0.106826660944076	0.112381647313168	Unassigned; NA; NA; NA; NA; NA; NA
3734418	2.87174588749259	1.44215575791373	0.902329191642502	1.59825900710204	0.109985346405922	0.112992758221709	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; NA; NA; NA
274150	2.64200621649318	1.37156510159482	0.855348654859546	1.60351582223513	0.108820818766609	0.112992758221709	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
New.CleanUp.ReferenceOTU134	2.75687605199288	1.41066990737586	0.878235448850202	1.6062548024254	0.108217936673506	0.112992758221709	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
New.CleanUp.ReferenceOTU99	2.87174588749259	1.44215575791373	0.902329191642502	1.59825900710204	0.109985346405922	0.112992758221709	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
New.CleanUp.ReferenceOTU191	2.64200621649318	1.37156510159482	0.855348654859546	1.60351582223513	0.108820818766609	0.112992758221709	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
New.CleanUp.ReferenceOTU2033	2.87174588749259	1.44215575791373	0.902329191642502	1.59825900710204	0.109985346405922	0.112992758221709	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
4004072	2.75687605199288	1.40392196287212	0.885192175319772	1.5860081031161	0.112737471421191	0.114922306138656	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__
New.CleanUp.ReferenceOTU153	2.75687605199288	1.40392196287213	0.885192175319772	1.5860081031161	0.112737471421191	0.114922306138656	Unassigned; NA; NA; NA; NA; NA; NA
New.CleanUp.ReferenceOTU199	2.64200621649318	1.36223406894494	0.866030077609783	1.57296392372961	0.115727171940255	0.117514464170992	Unassigned; NA; NA; NA; NA; NA; NA
New.CleanUp.ReferenceOTU108	2.64200621649318	1.35792103677061	0.87086301943453	1.55928200700535	0.118929648453025	0.119840986755347	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__
New.CleanUp.ReferenceOTU210	2.64200621649318	1.35792103677061	0.87086301943453	1.55928200700535	0.118929648453025	0.119840986755347	Unassigned; NA; NA; NA; NA; NA; NA
145053	2.64200621649318	1.34171272380021	0.888458354959145	1.51015826044195	0.131003046334522	0.131003046334522	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
New.CleanUp.ReferenceOTU120	2.64200621649318	1.34171272380021	0.888458354959145	1.51015826044195	0.131003046334522	0.131003046334522	Unassigned; NA; NA; NA; NA; NA; NA
254635	2.18252687449437	1.10711347004897	0.833045690909114	1.32899489443461	0.183849654299766	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
3674693	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__
1032520	1.72304753249555	0.744675750470449	0.806456624259972	0.923392192548216	0.355802858941732	NA	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
172222	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
130864	1.37843802599644	-0.0856904069031941	0.790058069646949	-0.108460896983795	0.913630097168223	NA	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners
4378646	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
4355925	2.06765703899466	1.03513577253896	0.814136640832632	1.27145213791177	0.203567844336032	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
4370431	1.49330786149615	-0.699879761894153	0.77528538556164	-0.902738236690917	0.366664837830843	NA	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; NA; NA
4433511	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Chloroflexi; c__TK10; o__; f__; g__; s__
4482374	7.46653930748073	-1.69839905176054	0.888187624783208	-1.91220751603592	NA	NA	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
537516	1.49330786149615	0.49938127175828	0.803736047828892	0.621324964964859	0.534385830958597	NA	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
828305	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Chloroflexi; c__[Thermobacula]; o__[Thermobaculales]; f__[Thermobaculaceae]; g__Thermobaculum; s__
216191	1.49330786149615	0.498537097803333	0.807004707971608	0.617762316475696	0.536732027176341	NA	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
1111024	2.06765703899466	1.0188400394392	0.842162080146953	1.20979092202942	0.226359130499938	NA	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
4335437	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
256163	2.41226654549377	1.24897044820741	0.844097390052648	1.47965206731597	0.138966123582671	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
653788	1.95278720349496	0.942637230172123	0.818864391173872	1.15115181504085	0.249669784449635	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
4337729	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Chloroflexi; c__TK17; o__mle1-48; f__; g__; s__
806406	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
4349733	1.83791736799526	0.849321861932022	0.810484649344486	1.04791850483405	0.294676155743125	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
4349732	1.83791736799526	0.84980217833774	0.809420205227443	1.04988999885288	0.29376869027087	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
982282	1.72304753249555	0.744675750470449	0.806456624259972	0.923392192548216	0.355802858941732	NA	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
726955	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
4429835	1.60817769699585	0.628319598031421	0.805227815420285	0.780300414365929	0.435214068972005	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
4452900	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
3505032	1.72304753249555	-0.342591804671893	0.759861682971797	-0.450860745250407	0.652089917094407	NA	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__algae
562741	1.60817769699585	0.629152872662949	0.80266703163279	0.783827973329268	0.433141057506577	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
818665	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
112959	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
805062	1.49330786149615	0.498537097803333	0.807004707971609	0.617762316475695	0.536732027176341	NA	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
810363	1.60817769699585	0.627116972670941	0.808895091780389	0.775276026574284	0.438176572175736	NA	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
1080641	1.49330786149615	0.499087606316975	0.804876144786768	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
4402892	1.49330786149615	0.499087606316975	0.804876144786768	0.620080008023092	0.535205113528595	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
4435518	2.18252687449437	1.11071621060914	0.827360903606017	1.34248090013455	0.179440119229076	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__
112045	1.49330786149615	0.498537097803333	0.807004707971609	0.617762316475695	0.536732027176341	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
111050	1.60817769699585	0.629152872662949	0.80266703163279	0.783827973329268	0.433141057506577	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
202381	2.41226654549377	1.26451290458978	0.822819398190485	1.53680492629446	0.124341086714798	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
939546	1.60817769699585	0.628683717127394	0.804110826347388	0.781837150462383	0.434310284951993	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Modestobacter; s__
4439227	2.41226654549377	1.23588136350096	0.861131409935425	1.43518323596353	0.151234889405977	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodobiaceae; g__Afifella; s__
4449887	1.49330786149615	-0.700650269836646	0.77290843452821	-0.906511351845097	0.364665259164568	NA	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; NA; NA
1822603	1.49330786149615	0.49938127175828	0.803736047828892	0.621324964964859	0.534385830958597	NA	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
570520	1.37843802599644	-0.50535299798943	0.782958224711931	-0.645440563799379	0.518641723599649	NA	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Natronomonas; s__
217548	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
4332665	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__; s__
4480958	2.06765703899466	1.02934191267914	0.82433421697833	1.24869487578992	0.211776695790312	NA	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
704830	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Geodermatophilus; s__
589372	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
4458424	1.60817769699585	0.629599479559388	0.801287802167309	0.785734511191184	0.432023040317365	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
63126	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
146122	1.60817769699585	0.629152872662949	0.80266703163279	0.783827973329268	0.433141057506577	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
4341734	2.41226654549377	1.22748062194305	0.87166178817167	1.40820744765893	0.159069651580786	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
864395	2.29739670999407	1.17122107008556	0.851971954491272	1.37471786942203	0.169218929069391	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
4458184	1.60817769699585	0.627116972670941	0.808895091780389	0.775276026574284	0.438176572175736	NA	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4467747	1.49330786149615	-0.700650269836646	0.77290843452821	-0.906511351845097	0.364665259164568	NA	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; NA; NA
168709	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
240137	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
99987	1.49330786149615	0.498537097803333	0.807004707971609	0.617762316475695	0.536732027176341	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
4391816	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__
818409	7.00705996548191	2.33596734389532	0.996323833105413	2.3445864349289	NA	NA	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__Chroococcidiopsis; s__
4371629	1.49330786149615	0.49938127175828	0.803736047828892	0.621324964964858	0.534385830958597	NA	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4333705	1.37843802599644	-0.0856904069031941	0.790058069646949	-0.108460896983795	0.913630097168223	NA	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1120543	2.18252687449437	1.1190268560898	0.813921921170696	1.37485774370134	0.169175551958387	NA	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
748601	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
114830	1.37843802599644	-0.50535299798943	0.782958224711931	-0.645440563799379	0.518641723599649	NA	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Natronomonas; s__
543914	2.41226654549377	1.22748062194305	0.87166178817167	1.40820744765893	0.159069651580786	NA	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__AKIW781; f__; g__; s__
926122	1.49330786149615	0.499381271758281	0.803736047828892	0.621324964964859	0.534385830958596	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
446213	2.52713638099348	1.30958198992706	0.853210377881427	1.53488755396862	0.124811451233687	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
825937	2.29739670999407	1.17891432730508	0.841137912299503	1.40157078888783	0.161043455011187	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
764838	1.95278720349496	0.947356091111785	0.809619309362988	1.17012536652216	0.241950521657898	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
243579	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
809239	5.05427276198695	2.07226340280825	0.954681190886886	2.17063394836882	NA	NA	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__Chroococcidiopsis; s__
190663	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; NA; NA
831377	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
4455576	2.06765703899466	1.02436573897876	0.832884758052391	1.22990093056106	0.218734205727403	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
1039041	2.18252687449437	1.10745858879839	0.832504739689848	1.33027301347375	0.183428335306986	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__; s__
4362620	1.49330786149615	0.498537097803333	0.807004707971609	0.617762316475695	0.536732027176341	NA	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145
4714	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528595	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
833324	1.83791736799526	0.851867454246513	0.804810658864907	1.05846939881236	0.28984149481674	NA	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
947475	1.49330786149615	0.498537097803333	0.807004707971609	0.617762316475695	0.536732027176341	NA	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
4301663	1.49330786149615	0.499087606316975	0.804876144786767	0.620080008023093	0.535205113528594	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
235943	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
256447	1.37843802599644	0.353721649077181	0.80803518549586	0.437755255496845	0.661563709684122	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
3974550	1.49330786149615	-0.700650269836646	0.77290843452821	-0.906511351845097	0.364665259164568	NA	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__algae
226516	1.60817769699585	0.628319598031421	0.805227815420285	0.78030041436593	0.435214068972005	NA	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
1060474	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; NA; NA
1131309	1.37843802599644	0.353554752305432	0.808942376472205	0.437058018702498	0.662069272064714	NA	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__
1081618	1.60817769699585	0.629152872662949	0.80266703163279	0.783827973329268	0.433141057506577	NA	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
11439	1.95278720349496	0.945924262544179	0.81244739292033	1.16428986145684	0.244306563850795	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; NA; NA
4333805	2.52713638099348	1.3046843994329	0.859179907786852	1.51852293985041	0.128882620997465	NA	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
221734	1.49330786149615	0.498537097803333	0.807004707971609	0.617762316475695	0.536732027176341	NA	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
831877	1.49330786149615	0.49938127175828	0.803736047828892	0.621324964964858	0.534385830958597	NA	k__Bacteria; p__Chloroflexi; c__; o__; f__; g__; s__
808657	2.06765703899466	1.02942509146562	0.82418967900217	1.24901478105371	0.211659667657204	NA	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
104265	1.49330786149615	0.499087606316974	0.804876144786767	0.620080008023092	0.535205113528595	NA	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__; s__
